institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
ITTS779,Georgia Highlands College,173570.47,4.5,66.79,296.69,83.29,2840,24427,88.37,11.63
IIIA136,Northern Kentucky University (NKU),182303.66,7.4,77.81,201.76,77.41,4377,31402,86.06,13.94
ISSN757,University of West Florida (UWF),215569.4,1.6,87.89,278.03,86.13,2532,30120,91.59,8.41
IADD149,University of West Georgia (UWG),171478.35,9.9,84.38,207.13,94.12,3255,70932,95.41,4.59
EREE207,University of Kentucky (Kentucky or UK),195305.67,8.2,72.95,277.81,83.87,3150,68722,95.42,4.58
NDNA107,Savannah State University,198433.8,1.7,77.09,334.42,97.95,3303,42672,92.26,7.74
NAPP445,"University of California, San Francisco (UCSF)",199788.8,5.3,51.09,164.14,94.97,2254,34975,93.56,6.44
INIA175,Georgia Institute of Technology (Georgia Tech),241875.16,8.1,54.45,170.27,89.21,3178,19274,83.51,16.49
IISN800,University of Massachusetts Medical School,190218.64,1.7,52.87,223.73,82.41,2039,36262,94.38,5.62
DDNI187,University of South Florida (USF),214024.07,4.1,68.71,343.02,88.15,1906,21435,91.11,8.89
ERAA283,"California State University, Chico (Chico State)",171134.46,1.8,91.58,265.17,82.88,3731,54490,93.15,6.85
IADA113,"University of California, Davis (UC Davis)",173485.03,4.9,53.54,276.02,95.48,2982,26958,88.94,11.06
INNI792,University of West Florida (UWF),152640.44,3.0,66.54,167.93,82.68,3021,61056,95.05,4.95
IAII131,"University of California, Santa Cruz (UC Santa Cruz)",177305.66,6.8,93.29,270.66,90.58,2876,67669,95.75,4.25
NISN754,Kennesaw State University,215174.8,2.1,51.88,167.4,83.43,4563,71469,93.62,6.38
NDIN190,Georgia Institute of Technology (Georgia Tech),183484.73,7.7,70.28,305.17,97.78,3711,73320,94.94,5.06
AEMR227,South Georgia State College (SGSC),163201.09,4.1,85.53,304.08,87.99,3347,35195,90.49,9.51
IDDA191,Middle Georgia State University,205119.16,7.5,80.93,330.19,91.33,1826,13365,86.34,13.66
NITS717,University of Central Florida (UCF),159853.96,5.7,63.63,256.79,99.48,1905,37751,94.95,5.05
ANNN173,East Georgia State College,186928.57,4.3,77.4,299.15,98.08,1969,59224,96.68,3.32
IIGG691,Florida Polytechnic University (Florida Poly or FPU),191999.0,5.7,92.27,208.13,92.13,3223,14044,77.05,22.95
AIDN166,Georgia Institute of Technology (Georgia Tech),243349.82,5.6,61.51,265.31,76.51,2985,54307,94.50,5.50
MRRE283,Georgia Southern University,231001.99,2.5,64.6,320.05,89.98,1667,38472,95.67,4.33
NIID168,Middle Georgia State University,185701.79,2.9,74.39,293.76,92.61,1495,14081,89.38,10.62
TTII727,Salem State University,231405.77,3.7,95.25,240.42,75.43,2735,22939,88.08,11.92
IDIN113,Atlanta Metropolitan State College,219868.5,5.2,97.43,188.64,94.99,2729,36991,92.62,7.38
APNA490,Abraham Baldwin Agricultural College,159779.89,3.0,76.78,223.27,86.19,4192,41445,89.89,10.11
ADDD153,Western Connecticut State University (WCSU),204478.53,5.5,88.04,288.55,82.03,1829,14137,87.06,12.94
ARRM229,Morehead State University,156237.55,3.9,89.82,196.56,93.86,2885,17730,83.73,16.27
IIAA130,University of West Florida (UWF),224825.85,7.0,84.33,290.53,79.48,3572,53332,93.30,6.70
STIS778,Kennesaw State University,173524.96,3.0,74.04,226.46,81.18,3995,12623,68.35,31.65
IIDD175,Murray State University,241571.64,8.6,70.05,209.83,76.84,1120,58907,98.10,1.90
NSNT765,University of Central Florida (UCF),243340.78,4.1,78.62,209.71,81.15,2545,18387,86.16,13.84
NDNI153,Westfield State University,200429.87,8.4,54.57,164.9,87.74,2429,25842,90.60,9.40
EEEM229,Augusta University,247049.71,5.3,64.16,155.18,79.69,4143,57974,92.85,7.15
INDA148,Southern Connecticut State University (SCSU),247050.03,5.0,76.76,247.11,85.23,1424,56931,97.50,2.50
NPJJ425,Bridgewater State University,171248.23,5.4,82.12,270.42,79.33,2404,12585,80.90,19.10
NIID116,"University of California, Merced (UC Merced)",208213.96,9.3,98.87,291.66,90.72,2948,18014,83.63,16.37
NSNI721,Worcester State University,226028.43,5.9,82.5,337.08,75.8,2533,19156,86.78,13.22
AAAI104,"University of California, Davis (UC Davis)",240321.16,1.0,92.91,194.05,75.3,4128,21148,80.48,19.52
MMRE214,South Georgia State College (SGSC),195470.82,6.7,61.98,301.78,78.24,4475,42659,89.51,10.49
IIAA162,Georgia Institute of Technology (Georgia Tech),160859.68,5.7,57.9,198.33,75.36,1355,15208,91.09,8.91
NSII747,Atlanta Metropolitan State College,234682.96,6.5,65.93,330.93,88.61,3883,61264,93.66,6.34
NIIA167,Florida Gulf Coast University (FGCU),154735.23,4.3,66.44,166.72,95.08,2709,54223,95.00,5.00
NTIS723,"University of Louisville (Louisville, U of L, or UL)",186018.91,5.2,81.96,199.33,90.94,4457,48678,90.84,9.16
ANID199,"University of California, Berkeley (UC Berkeley)",199560.63,2.0,65.99,325.42,84.81,3466,52866,93.44,6.56
RMAA270,"University of Louisville (Louisville, U of L, or UL)",232976.35,4.3,70.79,194.68,99.87,4295,50270,91.46,8.54
IANI173,Georgia Gwinnett College,219052.88,4.1,55.43,232.19,78.32,4618,30629,84.92,15.08
TGIG686,"California State University, Channel Islands (CSUCI or CI)",197409.46,7.4,93.44,191.96,99.39,2631,22966,88.54,11.46
INND142,Savannah State University,186985.6,2.3,83.85,257.39,99.94,3188,13478,76.35,23.65
NTST761,Georgia Southwestern State University (GSW),152731.06,1.3,65.68,349.7,83.93,1745,47656,96.34,3.66
NNDN163,Georgia Southwestern State University (GSW),179209.05,2.4,69.02,165.62,95.6,2092,16358,87.21,12.79
AREA295,Florida International University (FIU),150331.36,6.6,54.54,215.83,96.14,2161,32602,93.37,6.63
DNND129,University of North Georgia (UNG),232512.3,1.4,58.78,180.81,78.39,4595,38520,88.07,11.93
IITS753,"University of Louisville (Louisville, U of L, or UL)",211015.54,8.7,58.86,273.63,86.22,4008,71494,94.39,5.61
DIID156,University of Massachusetts Medical School,178056.39,6.2,86.44,208.52,96.33,2016,73329,97.25,2.75
NAPA490,University of West Georgia (UWG),244755.33,5.6,62.19,348.99,91.31,2888,45444,93.64,6.36
NIAA196,South Georgia State College (SGSC),156734.34,7.6,93.4,330.96,79.19,2219,18387,87.93,12.07
AMER277,"California State University, Bakersfield (CSUB)",166726.91,5.1,90.65,199.29,79.91,3847,58132,93.38,6.62
ANAD128,University of North Florida (UNF),178663.48,8.1,70.5,202.04,83.35,4683,62837,92.55,7.45
SNST753,University of South Florida (USF),226453.14,6.8,64.66,308.53,79.96,4410,32486,86.42,13.58
INDI139,Murray State University,180845.03,8.1,93.98,286.93,93.95,1727,66422,97.40,2.60
IGGT614,Georgia Highlands College,194517.88,1.4,95.71,307.24,91.54,3740,68273,94.52,5.48
DDNI194,"California State University, Channel Islands (CSUCI or CI)",175171.89,8.1,82.47,315.3,86.46,3718,54660,93.20,6.80
AREA208,New College of Florida,176856.79,4.1,68.53,324.61,78.87,3718,27347,86.40,13.60
IIIN197,"University of California, Santa Barbara (UC Santa Barbara)",235456.85,4.8,62.47,267.32,75.66,2788,70353,96.04,3.96
AJJP421,Atlanta Metropolitan State College,234054.06,8.8,98.91,196.86,84.61,2018,38211,94.72,5.28
NNAI188,"California State University, Fresno (Fresno State)",246392.72,2.0,69.09,300.98,79.16,1312,10423,87.41,12.59
ISTT764,Florida International University (FIU),224176.38,9.0,74.52,165.14,84.03,3711,20572,81.96,18.04
AINA165,University of Florida (UF),235255.32,5.6,95.46,167.18,85.79,2518,61833,95.93,4.07
RAMR250,"California State University, Bakersfield (CSUB)",249761.24,3.4,74.84,319.22,84.84,3533,50553,93.01,6.99
DIDI181,University of West Georgia (UWG),156708.08,5.5,52.62,336.35,99.46,1945,31592,93.84,6.16
SISS716,Georgia State University (GSU),248054.54,7.4,88.11,293.24,97.95,4220,55332,92.37,7.63
IIDI119,Fitchburg State University,237278.27,5.3,76.8,155.59,86.56,2277,58849,96.13,3.87
TTTI761,Framingham State University,183609.55,2.2,62.16,295.17,99.04,1022,64746,98.42,1.58
ANNI185,Murray State University,242421.36,3.3,80.09,232.23,82.84,3289,47004,93.00,7.00
RRMA210,University of Kentucky (Kentucky or UK),150943.23,5.0,93.24,259.47,89.59,2205,36887,94.02,5.98
DIDA117,Albany State University,174292.75,6.3,69.23,170.05,92.04,2732,72026,96.21,3.79
SISI702,Abraham Baldwin Agricultural College,177615.1,1.8,88.1,250.58,81.58,3338,46355,92.80,7.20
NIAA107,Abraham Baldwin Agricultural College,186681.87,6.6,93.22,274.69,89.33,2174,52983,95.90,4.10
NNST714,University of Massachusetts Lowell (UMass Lowell),189524.72,4.6,66.57,225.42,79.84,2289,17906,87.22,12.78
NDDN105,Massachusetts Maritime Academy,204551.62,8.9,95.2,349.45,92.89,4444,29951,85.16,14.84
EARM209,College of Coastal Georgia,217827.72,8.5,54.39,311.97,91.33,2573,54103,95.24,4.76
AIDA103,University of South Florida (USF),204632.29,4.8,69.38,240.64,87.53,4111,58112,92.93,7.07
TTTN755,"University of California, San Francisco (UCSF)",249154.09,6.6,84.45,283.57,96.52,1897,46348,95.91,4.09
DNNN136,University of Georgia (UGA),176352.14,1.6,99.62,172.22,85.49,2552,35443,92.80,7.20
ANAJ402,New College of Florida,212558.7,2.9,95.89,213.04,76.37,2754,26580,89.64,10.36
AIII176,Georgia State University (GSU),166044.93,4.7,89.28,256.4,96.46,3699,34179,89.18,10.82
RAEM224,Florida A&M University (Florida A&M),210666.64,4.0,73.5,293.5,95.1,4403,65892,93.32,6.68
ADID116,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",220254.39,8.1,52.69,197.95,91.74,3579,20779,82.78,17.22
TTGI605,Georgia College and State University,153552.35,9.3,65.52,188.12,94.97,3862,42875,90.99,9.01
IDDA106,"University of California, Berkeley (UC Berkeley)",237457.09,4.7,99.53,156.25,95.68,1519,71860,97.89,2.11
STSI734,Clayton State University,222803.6,4.1,90.78,239.3,93.63,1271,10077,87.39,12.61
IDAN191,Central Connecticut State University (CCSU),199366.5,1.1,98.26,297.42,97.76,3067,49118,93.76,6.24
AAAA246,"University of California, Los Angeles (UCLA)",166195.49,9.4,70.5,244.34,95.14,4379,51114,91.43,8.57
AIIA139,Savannah State University,190108.85,1.2,86.69,332.1,75.91,2813,48934,94.25,5.75
JPPJ454,University of Massachusetts Medical School,202738.07,5.9,89.41,260.67,89.68,2978,39466,92.45,7.55
DAID132,Georgia Southwestern State University (GSW),217544.34,8.5,78.61,307.68,87.08,4634,14345,67.70,32.30
TSSN739,Florida International University (FIU),170648.91,8.9,98.42,299.47,99.82,2127,48119,95.58,4.42
IIII127,Northern Kentucky University (NKU),212676.15,3.0,70.85,333.94,94.17,2965,27756,89.32,10.68
ARMM280,University of Georgia (UGA),192040.86,4.0,95.04,226.57,80.56,1828,10524,82.63,17.37
DNAN133,Florida Gulf Coast University (FGCU),161147.42,7.5,76.41,318.72,86.03,3435,69604,95.06,4.94
TNII791,"University of California, Los Angeles (UCLA)",217147.96,1.3,78.58,162.18,80.23,3028,63910,95.26,4.74
INAI161,"University of California, Santa Barbara (UC Santa Barbara)",155599.5,8.6,59.24,277.27,90.2,2737,49124,94.43,5.57
GIIG662,Savannah State University,167363.19,9.2,86.77,169.09,80.93,2299,27519,91.65,8.35
IDAA117,"University of Louisville (Louisville, U of L, or UL)",196644.68,4.2,95.78,286.17,95.45,1597,12994,87.71,12.29
MRAE223,Georgia Southern University,155077.18,5.6,69.49,295.08,79.17,1238,35757,96.54,3.46
INIA109,University of Massachusetts Boston (UMass Boston),213338.07,6.7,95.96,309.56,80.47,4617,40450,88.59,11.41
NTNN781,Morehead State University,246672.39,4.6,82.55,328.26,80.38,2461,63762,96.14,3.86
DNII165,Georgia Gwinnett College,237964.01,2.2,55.15,219.56,93.37,4380,33239,86.82,13.18
TSTN744,East Georgia State College,168226.92,5.2,57.12,161.46,80.32,2536,24293,89.56,10.44
DIND113,Central Connecticut State University (CCSU),214963.4,5.0,52.04,289.83,92.99,4237,72208,94.13,5.87
EARR249,Columbus State University,235576.5,4.1,65.78,347.56,76.67,1930,19591,90.15,9.85
IADN108,"University of California, Los Angeles (UCLA)",224442.71,1.0,80.68,213.4,89.31,2279,26815,91.50,8.50
TITT775,"University of California, Berkeley (UC Berkeley)",164839.7,1.9,86.93,276.1,89.74,4085,62438,93.46,6.54
INAI175,Georgia College and State University,188494.78,9.2,77.08,298.36,92.52,2612,57997,95.50,4.50
APAN415,University of North Georgia (UNG),240942.97,8.6,58.58,150.43,99.36,4246,66513,93.62,6.38
NDIA134,South Georgia State College (SGSC),236680.21,4.2,85.46,200.35,99.87,2120,15542,86.36,13.64
MEAE270,"University of California, Berkeley (UC Berkeley)",162171.84,9.1,59.47,237.18,80.31,2804,56111,95.00,5.00
IIAA111,Salem State University,241669.07,4.3,81.28,218.73,77.98,3927,25823,84.79,15.21
NTTN752,Florida International University (FIU),236353.86,8.5,54.62,180.22,93.35,1782,55137,96.77,3.23
IADA126,"University of California, Davis (UC Davis)",198421.09,4.2,50.03,223.81,83.98,3896,62029,93.72,6.28
NNII768,Georgia State University (GSU),205999.79,9.4,71.61,266.56,82.91,1429,64404,97.78,2.22
IDNA171,University of South Florida (USF),167973.28,3.5,91.66,346.03,94.83,1989,61625,96.77,3.23
AAAM263,Gordon State College,228857.68,6.1,54.06,277.25,89.7,3899,66121,94.10,5.90
ANII122,"California State University, East Bay (CSUEB)",196126.01,1.5,92.84,307.27,78.05,3483,13856,74.86,25.14
APJA451,Salem State University,170568.36,7.3,57.35,165.8,76.85,1587,69180,97.71,2.29
IDII136,Western Connecticut State University (WCSU),170274.57,5.7,68.43,303.35,76.86,3912,14906,73.76,26.24
NIST758,"University of California, San Francisco (UCSF)",212537.73,2.3,81.59,309.68,85.47,3107,45121,93.11,6.89
INAI142,Augusta University,169010.34,4.1,77.44,225.3,92.08,4148,25740,83.89,16.11
REME219,"California State University, Bakersfield (CSUB)",200157.01,3.5,82.07,150.49,80.92,3880,45193,91.41,8.59
IAID178,"University of Louisville (Louisville, U of L, or UL)",176798.49,3.7,58.71,275.06,76.33,1014,40591,97.50,2.50
IGTI699,Massachusetts Maritime Academy,246872.5,9.7,93.27,260.13,98.6,2934,41012,92.85,7.15
NADN157,"University of California, Santa Cruz (UC Santa Cruz)",237308.75,5.9,73.55,236.2,88.6,4650,30564,84.79,15.21
TNTI760,"University of California, Merced (UC Merced)",232213.84,7.8,86.23,164.72,80.76,4528,38029,88.09,11.91
DIND142,"California State University, Channel Islands (CSUCI or CI)",189913.21,5.0,99.56,334.28,75.15,2319,64070,96.38,3.62
RAEM266,Columbus State University,239544.17,1.0,54.28,170.08,85.69,1346,62010,97.83,2.17
DDAA152,University of West Florida (UWF),217685.77,3.2,62.67,150.24,81.55,2366,33801,93.00,7.00
TSNT786,Northern Kentucky University (NKU),197158.61,7.0,53.18,152.73,85.14,3315,56091,94.09,5.91
IAII154,Augusta University,154807.67,9.9,87.73,289.51,97.84,1897,28809,93.42,6.58
SNSN736,Florida State University (FSU),202591.72,1.8,72.96,311.55,88.96,3582,13104,72.66,27.34
DDDI105,Central Connecticut State University (CCSU),231436.58,9.3,64.22,339.25,79.32,2704,72313,96.26,3.74
ARAR222,Massachusetts College of Art and Design (MassArt),180244.58,1.5,79.71,199.01,86.3,3628,64208,94.35,5.65
NDII132,Valdosta State University (VSU),191077.61,1.3,76.68,245.08,82.81,3343,11986,72.11,27.89
SSIT781,Northern Kentucky University (NKU),248288.85,6.1,70.26,192.08,95.46,4578,53592,91.46,8.54
IAIA137,"University of California, Merced (UC Merced)",216512.48,4.1,71.18,267.43,76.09,1174,20363,94.23,5.77
PJPA476,"California State University, Fresno (Fresno State)",165105.45,9.0,60.17,257.79,78.34,1200,43521,97.24,2.76
ADIA143,"California State University, Bakersfield (CSUB)",245458.69,1.9,88.34,207.92,90.15,2329,47151,95.06,4.94
EAEE216,"University of California, Riverside (UC Riverside)",199552.73,3.9,85.34,212.99,79.76,1390,41795,96.67,3.33
IIIN129,Armstrong State University,166886.81,9.5,91.56,204.28,87.89,2776,43833,93.67,6.33
NSSN768,Georgia Institute of Technology (Georgia Tech),157369.92,1.8,73.21,287.92,87.13,2086,64054,96.74,3.26
INNN144,Westfield State University,238073.73,8.8,51.02,299.6,88.19,2866,22888,87.48,12.52
IIIS769,"California State University, Bakersfield (CSUB)",247184.21,5.3,79.02,169.88,97.41,3022,18872,83.99,16.01
NAAA170,University of North Georgia (UNG),221600.1,8.0,59.09,284.76,88.49,4523,71509,93.67,6.33
ARAM288,University of Massachusetts Medical School,171198.73,1.3,90.95,232.36,93.25,1387,70013,98.02,1.98
ADNI137,Southern Connecticut State University (SCSU),185895.22,3.0,75.14,295.94,75.36,4594,39390,88.34,11.66
APPN403,Framingham State University,191267.46,6.4,97.79,289.45,97.86,4439,56909,92.20,7.80
AIIA175,Kennesaw State University,211834.78,6.1,62.32,160.2,95.95,1583,42134,96.24,3.76
TNII794,Central Connecticut State University (CCSU),200848.56,5.0,59.54,159.87,76.96,3081,70388,95.62,4.38
INND117,Bridgewater State University,156856.62,9.5,59.29,245.39,81.35,1695,18818,90.99,9.01
MMEM259,Bainbridge State College,188798.07,3.7,61.35,171.67,88.6,3065,10673,71.28,28.72
ADDD128,South Georgia State College (SGSC),170077.54,1.5,68.91,188.96,91.61,3715,12886,71.17,28.83
NNNS751,Albany State University,248137.27,8.8,72.1,150.09,95.19,3952,45129,91.24,8.76
IDAD148,"University of California, Los Angeles (UCLA)",241394.44,6.8,71.92,347.21,87.3,4379,59490,92.64,7.36
TSSS746,"University of California, San Francisco (UCSF)",156478.19,5.6,68.83,153.66,95.72,1126,66672,98.31,1.69
DNII140,Georgia Southwestern State University (GSW),221724.77,4.4,79.66,275.89,95.07,2601,51728,94.97,5.03
AAAE246,University of Kentucky (Kentucky or UK),158834.88,7.0,99.17,183.48,85.92,3509,72751,95.18,4.82
IAAD194,Murray State University,245654.14,5.5,96.85,239.4,89.0,1249,31151,95.99,4.01
TIIN705,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",210380.75,2.1,76.94,156.41,76.38,4307,58583,92.65,7.35
NIDD118,Bainbridge State College,222415.03,8.9,71.9,325.7,95.33,1042,33704,96.91,3.09
TSNS722,University of Georgia (UGA),194546.72,1.0,90.24,332.2,83.01,3636,22601,83.91,16.09
INNA130,Fort Valley State University,155594.07,2.5,71.58,252.66,76.67,1170,49040,97.61,2.39
EMER293,University of South Florida (USF),176926.82,6.7,58.35,212.51,83.56,1305,17337,92.47,7.53
NAAD127,"California State University, East Bay (CSUEB)",171514.37,2.6,99.45,317.69,86.9,2783,64893,95.71,4.29
TIII666,Florida Polytechnic University (Florida Poly or FPU),198616.23,9.1,98.85,168.71,91.51,2154,18903,88.60,11.40
DDAD187,"California State University, Dominguez Hills (CSUDH)",190483.73,8.2,96.97,152.06,96.73,3781,16564,77.17,22.83
PJJN458,Abraham Baldwin Agricultural College,177821.05,2.9,65.61,284.7,78.38,4368,27768,84.27,15.73
NIAD178,Florida Gulf Coast University (FGCU),179674.3,2.3,61.76,343.43,82.92,2225,65995,96.63,3.37
EMMA270,"California State University, Chico (Chico State)",151858.11,5.7,68.73,256.88,78.46,3262,58970,94.47,5.53
INDN165,"University of California, Riverside (UC Riverside)",182017.09,2.9,63.57,285.7,89.71,2871,64231,95.53,4.47
INNN762,Western Connecticut State University (WCSU),165281.08,1.8,58.26,173.09,83.05,1264,47856,97.36,2.64
NAAN169,Valdosta State University (VSU),151460.46,1.2,85.9,226.96,80.51,2329,73774,96.84,3.16
ITNN717,Framingham State University,189689.88,4.8,55.86,277.43,89.48,3268,19688,83.40,16.60
IIIA193,University of North Georgia (UNG),200733.26,6.8,66.68,312.86,82.07,4152,58537,92.91,7.09
MRAA212,Murray State University,209177.12,2.4,64.61,153.81,94.29,4412,21696,79.66,20.34
ANNN155,Columbus State University,198064.35,5.3,57.07,288.69,99.61,4709,35885,86.88,13.12
PPAP494,Savannah State University,239925.91,5.8,55.22,298.54,83.35,3383,68890,95.09,4.91
DNND154,Florida Gulf Coast University (FGCU),177163.19,7.2,66.83,159.47,79.63,1801,45668,96.06,3.94
GTIT664,University of West Florida (UWF),199859.13,9.1,63.09,259.92,86.16,1590,46914,96.61,3.39
NNND185,University of Florida (UF),185622.53,8.0,54.95,320.99,97.27,1807,31411,94.25,5.75
EERM205,University of North Florida (UNF),217587.11,4.5,77.8,216.13,80.47,3994,39763,89.96,10.04
NDIN155,Georgia Gwinnett College,205252.81,7.1,87.01,268.75,91.85,2044,46787,95.63,4.37
NIIS749,"University of California, Merced (UC Merced)",228973.91,6.0,95.84,264.92,96.25,2164,15302,85.86,14.14
ADDD184,Atlanta Metropolitan State College,186403.08,7.9,55.28,152.11,98.14,2797,28563,90.21,9.79
INSI722,Armstrong State University,160845.12,2.8,70.0,340.81,88.81,2946,71589,95.88,4.12
NANA156,Florida Atlantic University (FAU),177434.36,3.5,73.79,286.26,94.4,3310,25716,87.13,12.87
MRMM261,Columbus State University,168210.74,6.9,74.88,225.33,91.03,3499,52103,93.28,6.72
DDII192,"California State University, Chico (Chico State)",235024.59,1.7,80.86,272.16,96.76,1988,68225,97.09,2.91
NSIN796,"University of California, Santa Barbara (UC Santa Barbara)",247547.38,8.2,96.42,194.91,93.54,2751,47262,94.18,5.82
IAIA117,Clayton State University,239402.38,9.7,73.55,226.45,99.33,1916,14794,87.05,12.95
ITII731,Massachusetts Maritime Academy,190172.09,7.9,87.31,225.65,81.51,2411,53574,95.50,4.50
IDAN190,"University of California, Santa Cruz (UC Santa Cruz)",220142.32,7.9,89.97,228.38,91.99,2562,44560,94.25,5.75
RMMM277,Massachusetts Maritime Academy,224887.93,4.9,65.19,302.24,83.06,3907,69035,94.34,5.66
AAAI183,Western Kentucky University (WKU),198715.96,8.0,96.95,301.27,98.42,1044,29373,96.45,3.55
ITSI714,Worcester State University,244121.66,4.2,71.96,235.25,81.72,1221,74631,98.36,1.64
INND110,"University of California, San Francisco (UCSF)",207367.94,9.7,96.79,161.18,83.98,3699,23091,83.98,16.02
NAPJ451,Western Kentucky University (WKU),228129.98,7.1,60.73,209.35,79.58,1647,52861,96.88,3.12
DAIN112,Western Kentucky University (WKU),201372.9,7.3,72.77,288.24,82.88,2173,26401,91.77,8.23
MMAA222,University of North Georgia (UNG),249084.0,6.6,60.98,152.28,99.55,1513,11463,86.80,13.20
DNAN194,Savannah State University,236514.5,4.4,62.96,332.8,80.72,4071,39168,89.61,10.39
TNSS799,Massachusetts College of Liberal Arts,171132.56,7.6,54.34,282.3,84.76,3148,65304,95.18,4.82
ANDD156,"California State University, East Bay (CSUEB)",245326.45,8.0,87.49,264.32,99.08,3060,23399,86.92,13.08
SSNS796,Fort Valley State University,181435.33,9.7,56.71,242.78,82.12,2776,22874,87.86,12.14
NAID198,University of Massachusetts Boston (UMass Boston),193459.16,1.3,62.75,230.07,85.17,1366,33373,95.91,4.09
MEME201,Kennesaw State University,230384.05,9.7,74.93,274.68,93.09,1682,33001,94.90,5.10
DIDD194,Worcester State University,190152.13,2.7,72.74,188.63,81.29,2572,68036,96.22,3.78
NANA416,"California State University, Dominguez Hills (CSUDH)",174778.71,4.2,73.8,325.04,86.29,4102,21375,80.81,19.19
IIIA142,Abraham Baldwin Agricultural College,182395.4,1.5,98.41,300.23,99.75,2302,48546,95.26,4.74
SSTS794,Abraham Baldwin Agricultural College,228667.0,7.5,67.19,244.88,84.71,1604,44173,96.37,3.63
AANI126,"University of California, San Francisco (UCSF)",159276.12,1.7,79.42,215.16,75.56,1607,62517,97.43,2.57
RMME204,Georgia Highlands College,184071.38,4.4,96.11,228.05,77.35,2423,45023,94.62,5.38
NNAD114,"University of California, Los Angeles (UCLA)",238385.55,9.6,69.41,230.29,83.45,1372,26534,94.83,5.17
SISN727,Western Kentucky University (WKU),172093.36,3.0,51.84,193.62,94.34,4508,26575,83.04,16.96
DAAN160,Massachusetts College of Liberal Arts,223326.32,3.8,99.2,331.43,80.56,1542,47529,96.76,3.24
ITTS772,Worcester State University,205527.02,7.5,75.31,174.29,96.01,4732,17574,73.07,26.93
NAAA168,University of Massachusetts Lowell (UMass Lowell),238387.85,3.4,80.47,309.68,98.08,4700,72865,93.55,6.45
AARR227,Eastern Connecticut State University (ECSU),216622.3,1.8,70.35,314.06,88.45,2874,69777,95.88,4.12
NADD145,Morehead State University,205628.98,5.2,52.92,339.32,91.57,3921,49545,92.09,7.91
NNNI761,Albany State University,213374.78,3.3,85.41,284.61,98.9,3553,42711,91.68,8.32
NDDA120,"University of Louisville (Louisville, U of L, or UL)",165529.94,1.4,70.81,218.23,87.94,1182,17336,93.18,6.82
IIGT651,Massachusetts College of Liberal Arts,224155.33,3.0,93.48,325.96,82.25,1291,74977,98.28,1.72
AIIN106,Georgia Gwinnett College,174763.74,8.9,56.81,195.69,94.57,3945,67811,94.18,5.82
AMER226,Massachusetts College of Art and Design (MassArt),216682.7,7.5,70.71,228.46,76.71,3011,17570,82.86,17.14
ANNI130,University of Massachusetts Boston (UMass Boston),228762.12,4.8,73.84,339.82,90.51,2096,65787,96.81,3.19
NTSI768,Florida A&M University (Florida A&M),227147.14,1.5,52.22,190.32,76.65,3530,39722,91.11,8.89
NIII107,Georgia Southwestern State University (GSW),161674.89,6.7,90.6,256.7,96.91,2980,37458,92.04,7.96
ANJA494,University of Kentucky (Kentucky or UK),219650.59,6.1,97.9,192.57,90.41,3996,23806,83.21,16.79
IDDI171,"University of California, Irvine (UC Irvine)",235101.21,3.4,78.08,290.89,77.37,1139,65252,98.25,1.75
MERA270,"University of Louisville (Louisville, U of L, or UL)",155579.11,9.0,82.64,199.89,84.27,3291,55201,94.04,5.96
NDIA138,Eastern Connecticut State University (ECSU),210083.04,7.0,98.57,236.08,86.48,2992,49661,93.98,6.02
NSNN771,"University of California, Davis (UC Davis)",184101.53,1.6,73.5,230.31,81.02,2704,40505,93.32,6.68
DDNN200,Bridgewater State University,163173.53,1.2,64.17,267.23,82.86,2531,74768,96.61,3.39
NISN761,Murray State University,216100.87,9.3,97.1,316.53,97.0,2903,54258,94.65,5.35
NDAD164,University of Massachusetts Dartmouth (UMass Dartmouth),178402.4,6.7,62.51,240.7,85.1,2130,30769,93.08,6.92
MMME280,Armstrong State University,246594.03,5.4,63.09,197.3,77.77,3534,45745,92.27,7.73
AANN128,Framingham State University,195957.71,2.1,77.94,317.07,93.13,4065,73372,94.46,5.54
NJAA442,Bainbridge State College,225424.47,8.0,64.49,223.83,75.0,2121,12238,82.67,17.33
AIII107,Augusta University,223505.84,6.8,71.41,222.49,79.19,3520,34152,89.69,10.31
SIII722,University of Massachusetts Amherst (UMass Amherst),219232.09,4.1,73.73,296.84,91.04,3186,46560,93.16,6.84
IDNA164,Florida Atlantic University (FAU),195520.33,6.0,53.71,317.85,82.9,2836,73835,96.16,3.84
EAER300,Fort Valley State University,194628.09,9.1,51.08,185.7,84.52,4275,41815,89.78,10.22
ADNN151,East Georgia State College,236295.82,3.5,50.85,332.56,78.11,2892,51532,94.39,5.61
SNST715,Kentucky State University,218575.75,1.8,86.17,264.27,87.2,4206,36559,88.50,11.50
NNAI148,"California State University, Dominguez Hills (CSUDH)",207351.62,1.9,93.33,291.99,80.24,1526,69857,97.82,2.18
SIST713,Georgia Southwestern State University (GSW),220437.59,4.1,63.91,209.22,83.59,1672,57695,97.10,2.90
IAAD154,"California State University, East Bay (CSUEB)",214686.07,9.2,89.81,209.06,80.98,2867,62763,95.43,4.57
