institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
DDAN122,Eastern Kentucky University (EKU),178193.69,1.7,71.24,222.74,92.8,3292,73857,95.54,4.46
EEAR243,Massachusetts College of Liberal Arts,226830.74,6.3,83.77,315.38,84.18,2742,66194,95.86,4.14
NNND174,Massachusetts College of Art and Design (MassArt),167423.31,9.5,71.36,193.33,83.18,3284,35186,90.67,9.33
PPPN466,Florida A&M University (Florida A&M),242303.52,2.9,76.94,243.76,88.17,1538,36979,95.84,4.16
NIIN107,University of Massachusetts Dartmouth (UMass Dartmouth),207493.63,2.0,65.13,265.14,97.03,4025,44386,90.93,9.07
SNIN745,Fitchburg State University,225267.98,9.3,93.26,316.7,92.54,2420,41392,94.15,5.85
INNN101,Abraham Baldwin Agricultural College,208407.95,6.7,95.48,252.32,94.01,4620,31169,85.18,14.82
AEAM285,Georgia State University (GSU),201396.73,9.5,68.01,258.48,80.65,4435,44136,89.95,10.05
DIIN146,"University of California, Santa Barbara (UC Santa Barbara)",242691.26,3.5,90.18,251.45,94.96,3729,20634,81.93,18.07
ITIT677,Augusta University,237836.68,2.7,65.1,274.67,82.52,3326,44146,92.47,7.53
AADA111,"University of California, Davis (UC Davis)",173676.62,10.0,82.22,159.94,81.76,2521,51820,95.14,4.86
NNTI772,Westfield State University,247064.41,1.5,56.73,271.37,88.47,4444,39130,88.64,11.36
NNDN111,University of Massachusetts Medical School,235391.13,4.3,73.67,250.42,88.69,1177,35255,96.66,3.34
MRRR271,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",223628.34,2.5,94.13,195.97,93.0,3655,25165,85.48,14.52
IIII179,"California State University, Channel Islands (CSUCI or CI)",237124.13,1.8,78.96,183.47,78.8,2853,51456,94.46,5.54
NSTI759,"University of California, Riverside (UC Riverside)",183381.73,1.0,74.09,172.75,75.58,2747,24191,88.64,11.36
DDID103,University of Massachusetts Lowell (UMass Lowell),237287.04,5.3,63.25,336.19,82.48,1963,20925,90.62,9.38
ISIS767,Fitchburg State University,173010.82,5.8,69.84,324.88,93.32,3836,11854,67.64,32.36
AINA132,Georgia College and State University,205001.37,6.8,73.42,279.23,86.39,4063,49345,91.77,8.23
EEME219,"California State University, Chico (Chico State)",153395.65,9.3,93.78,306.88,96.8,3292,63939,94.85,5.15
ADNA165,Florida Polytechnic University (Florida Poly or FPU),169128.85,6.7,55.92,324.89,99.93,2949,68812,95.71,4.29
STII726,"California State University, Channel Islands (CSUCI or CI)",208756.87,2.7,56.53,276.63,84.61,4502,10659,57.76,42.24
IINN128,"University of California, San Diego (UC San Diego)",181607.73,6.1,96.15,196.73,81.03,3016,11367,73.47,26.53
JJPN490,University of Georgia (UGA),159844.42,7.0,82.12,150.78,85.51,4119,71586,94.25,5.75
IAAI153,Middle Georgia State University,183610.09,3.6,77.17,276.45,79.31,2899,56529,94.87,5.13
MEAA282,Eastern Connecticut State University (ECSU),218592.79,9.4,59.43,339.31,86.95,3779,44344,91.48,8.52
AIID126,Massachusetts College of Liberal Arts,247392.82,1.7,52.53,328.59,86.14,3002,58617,94.88,5.12
NIIS776,University of Massachusetts Amherst (UMass Amherst),182154.04,7.0,59.49,330.33,80.11,4304,13409,67.90,32.10
ANDN174,Western Connecticut State University (WCSU),183689.52,10.0,57.03,219.67,80.3,1838,64991,97.17,2.83
TTIS746,Georgia Southern University,167993.18,5.5,87.91,343.9,82.22,3696,14409,74.35,25.65
INDN107,University of Massachusetts Boston (UMass Boston),224286.33,7.7,71.31,275.33,91.88,4158,44619,90.68,9.32
MMAE235,"California State University, Dominguez Hills (CSUDH)",195296.25,6.1,90.74,192.27,95.66,1591,23624,93.27,6.73
DDAD130,"University of California, Santa Barbara (UC Santa Barbara)",176287.68,5.6,84.47,200.66,99.84,3047,54103,94.37,5.63
JJAN466,University of Kentucky (Kentucky or UK),229193.6,7.3,86.1,283.42,99.32,2790,24847,88.77,11.23
NNAN196,Albany State University,234736.54,2.0,85.92,203.01,99.49,4539,26313,82.75,17.25
IITT768,Eastern Connecticut State University (ECSU),207588.81,6.3,84.19,210.43,99.34,4055,65508,93.81,6.19
DAID184,Morehead State University,196442.82,7.8,96.31,180.22,90.22,2485,16126,84.59,15.41
AARM290,Augusta University,213015.63,6.2,92.87,169.33,95.74,2393,47726,94.99,5.01
IDAI195,Florida Polytechnic University (Florida Poly or FPU),206730.03,5.1,75.56,259.68,88.59,2227,32012,93.04,6.96
NINN789,University of Massachusetts Lowell (UMass Lowell),198645.09,2.0,80.86,261.27,87.78,1296,23716,94.54,5.46
DADD192,University of West Florida (UWF),159031.26,2.7,93.98,342.06,87.71,1550,19280,91.96,8.04
TISN758,Albany State University,228761.2,4.0,74.69,343.5,96.37,4705,44084,89.33,10.67
NAAN126,Kennesaw State University,153639.39,2.8,72.09,213.16,86.86,3148,46563,93.24,6.76
ERER261,Massachusetts Maritime Academy,201948.64,7.1,87.96,289.36,86.8,4177,43004,90.29,9.71
NDNA187,Florida Atlantic University (FAU),152800.49,7.3,86.41,247.62,77.93,2214,42162,94.75,5.25
NTII727,University of West Florida (UWF),161817.35,7.8,74.62,247.27,79.03,3983,58485,93.19,6.81
DDII113,University of West Georgia (UWG),178473.38,2.0,67.28,315.81,96.99,3344,68836,95.14,4.86
TSIT776,"California State University, Fresno (Fresno State)",200729.14,3.7,94.5,207.63,85.16,1952,48904,96.01,3.99
ANIN103,Framingham State University,197455.63,1.1,80.28,228.57,76.91,2400,19951,87.97,12.03
AEER241,Central Connecticut State University (CCSU),216534.36,2.3,70.81,182.81,96.14,3993,15073,73.51,26.49
NINI115,"University of California, Santa Barbara (UC Santa Barbara)",181181.0,7.0,97.77,321.42,96.93,1335,26536,94.97,5.03
GIGG698,Atlanta Metropolitan State College,240424.01,8.8,77.36,255.02,85.89,1445,44197,96.73,3.27
NIDA115,Georgia Southwestern State University (GSW),195077.44,6.0,98.77,152.42,83.29,1626,53762,96.98,3.02
APJN489,"University of California, Berkeley (UC Berkeley)",236784.78,6.9,68.9,201.09,86.67,3134,47496,93.40,6.60
AAAD112,Massachusetts Maritime Academy,198592.38,8.6,65.3,257.84,87.72,1071,66754,98.40,1.60
ARMR214,Clayton State University,187473.07,5.9,90.3,311.34,85.51,4168,57681,92.77,7.23
INNI158,Massachusetts College of Art and Design (MassArt),238290.11,5.6,59.49,242.35,93.96,3977,29603,86.57,13.43
TSIN782,University of Massachusetts Boston (UMass Boston),158730.03,1.9,52.72,190.08,97.68,3449,68118,94.94,5.06
NADD178,Fitchburg State University,165626.45,9.0,64.58,157.61,95.96,1867,44831,95.84,4.16
NSIS761,Eastern Connecticut State University (ECSU),225300.3,1.3,67.43,196.21,80.01,2659,66203,95.98,4.02
INAD180,Georgia Gwinnett College,236704.54,7.3,58.79,217.31,90.51,1413,18208,92.24,7.76
ERMA228,Middle Georgia State University,179942.08,5.5,65.88,217.39,81.25,4582,71692,93.61,6.39
AAAD100,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",173067.51,8.7,76.98,305.42,92.36,2354,37401,93.71,6.29
PNNA412,"University of California, Berkeley (UC Berkeley)",190752.62,8.4,64.3,330.04,82.64,4106,64363,93.62,6.38
ADID181,University of North Florida (UNF),189097.54,7.8,82.23,208.73,78.0,2945,66089,95.54,4.46
GGTI661,Florida International University (FIU),175447.43,3.2,51.5,326.25,98.7,3550,43491,91.84,8.16
NIID127,University of Massachusetts Dartmouth (UMass Dartmouth),243584.56,9.8,83.1,310.16,99.03,3913,14139,72.32,27.68
RAAE232,"University of California, Santa Barbara (UC Santa Barbara)",204598.39,8.1,67.73,189.34,94.11,3749,46392,91.92,8.08
IIAI200,East Georgia State College,212400.25,1.5,71.52,160.97,75.77,1846,71605,97.42,2.58
SISN719,Kennesaw State University,196474.69,2.9,91.38,338.27,81.84,3079,41992,92.67,7.33
DIDI199,University of Massachusetts Medical School,240130.61,4.8,68.35,196.25,97.15,1914,51644,96.29,3.71
SSNN706,Georgia Southwestern State University (GSW),182276.74,5.3,87.92,258.77,96.08,2585,64758,96.01,3.99
NAND172,University of Massachusetts Boston (UMass Boston),161619.27,4.7,95.6,291.24,76.16,3425,67756,94.95,5.05
MRAA232,University of Massachusetts Amherst (UMass Amherst),232776.51,3.8,62.97,307.92,89.5,2171,27328,92.06,7.94
DNDA135,Georgia Southern University,179547.84,8.8,73.23,310.79,87.87,1643,71782,97.71,2.29
TTTS780,Fort Valley State University,215367.51,7.8,61.92,195.62,98.53,2498,29873,91.64,8.36
NDIA133,New College of Florida,226382.18,1.2,99.88,290.05,96.94,1780,54995,96.76,3.24
ITNS786,Florida A&M University (Florida A&M),155513.81,5.0,78.27,177.52,92.79,1113,55667,98.00,2.00
IADD148,Southern Connecticut State University (SCSU),233912.54,6.0,52.68,172.0,91.64,2315,32031,92.77,7.23
AAEM293,"University of California, Santa Cruz (UC Santa Cruz)",234511.91,7.7,61.57,195.35,95.4,1668,55621,97.00,3.00
NNAN134,Armstrong State University,239734.69,2.1,54.59,170.67,87.29,2743,19996,86.28,13.72
NSNN737,Kentucky State University,170730.5,2.3,57.92,194.59,93.29,1674,67139,97.51,2.49
IIID146,East Georgia State College,151654.03,9.7,59.19,231.61,82.42,4387,61161,92.83,7.17
JNPA477,Bridgewater State University,226034.81,8.1,68.55,297.6,75.77,1922,22278,91.37,8.63
DAAA171,University of Central Florida (UCF),187617.79,9.8,90.62,195.91,81.0,2465,41298,94.03,5.97
AAMR258,Eastern Kentucky University (EKU),201742.85,4.1,80.65,164.43,81.58,1131,63276,98.21,1.79
IINN100,"California State University, Fresno (Fresno State)",248121.92,8.5,89.2,151.55,86.63,3606,59737,93.96,6.04
TIIS720,Savannah State University,169430.71,4.7,82.81,286.61,97.45,4297,28883,85.12,14.88
DNNA108,Georgia Southern University,206550.16,1.6,56.49,314.53,96.26,3888,29320,86.74,13.26
TSII781,Eastern Connecticut State University (ECSU),190329.14,7.7,92.07,331.47,92.15,2740,10662,74.30,25.70
ANDD140,Florida Polytechnic University (Florida Poly or FPU),157596.17,5.6,70.69,157.75,98.58,4220,12624,66.57,33.43
REAM289,"California State University, Fresno (Fresno State)",247617.52,1.8,67.94,170.19,94.32,2456,30574,91.97,8.03
INDI183,Columbus State University,202477.64,9.4,86.92,265.02,78.73,2182,47813,95.44,4.56
NJPJ454,Massachusetts College of Art and Design (MassArt),153330.9,1.5,74.49,285.92,92.07,2347,58672,96.00,4.00
ANIA126,"California State University, Chico (Chico State)",173244.37,9.8,81.97,332.89,85.77,3451,35169,90.19,9.81
TTNI751,Northern Kentucky University (NKU),164266.85,6.1,76.4,210.94,83.39,2906,56713,94.88,5.12
NNID113,Massachusetts College of Liberal Arts,162946.8,4.0,80.85,267.94,85.66,2141,15640,86.31,13.69
MMAR226,Florida State University (FSU),181956.74,7.1,50.66,348.04,75.75,2611,74797,96.51,3.49
DINI135,Salem State University,216455.75,9.5,58.59,171.36,83.5,2390,30113,92.06,7.94
SIIT795,Fort Valley State University,169469.91,8.4,85.58,254.14,93.64,4263,14640,70.88,29.12
AAAA146,Georgia College and State University,229964.34,7.6,74.65,268.88,83.6,3851,21792,82.33,17.67
NSII766,Framingham State University,182875.18,5.4,59.68,165.61,99.09,2108,20184,89.56,10.44
NIII184,Florida Polytechnic University (Florida Poly or FPU),179216.83,2.7,54.39,347.01,80.67,1640,35414,95.37,4.63
AEME243,Georgia Institute of Technology (Georgia Tech),156293.14,2.5,66.11,240.3,81.93,3762,60016,93.73,6.27
NDND145,New College of Florida,201610.83,9.3,99.64,248.06,96.58,2428,21844,88.88,11.12
SNSS795,"University of California, San Diego (UC San Diego)",187837.41,8.6,77.6,243.2,91.56,1169,58185,97.99,2.01
IIND146,Florida State University (FSU),225595.16,2.0,54.59,320.09,91.24,1654,50818,96.75,3.25
TIGG628,Albany State University,243296.8,7.1,65.55,301.42,75.1,4145,51739,91.99,8.01
ANDI131,Atlanta Metropolitan State College,151338.33,1.4,88.73,320.27,80.76,3927,22269,82.37,17.63
RMAM242,Massachusetts College of Liberal Arts,199222.58,2.5,51.04,346.44,75.97,2387,47308,94.95,5.05
ANAN129,East Georgia State College,192816.64,9.3,92.54,349.53,97.45,3786,46103,91.79,8.21
TINS793,"California State University, Dominguez Hills (CSUDH)",181263.84,7.2,79.14,231.54,81.85,1962,57060,96.56,3.44
ANNI193,"University of California, Irvine (UC Irvine)",175345.34,9.9,74.11,252.42,89.93,2402,15902,84.89,15.11
JNPA428,University of Massachusetts Amherst (UMass Amherst),197749.26,5.2,75.6,340.29,80.4,4550,60149,92.44,7.56
DNDN169,University of Massachusetts Medical School,231928.53,9.5,89.99,209.91,79.81,4735,69312,93.17,6.83
MEEA214,Eastern Connecticut State University (ECSU),246603.23,3.5,56.76,183.91,87.08,1324,37580,96.48,3.52
ANNN154,Massachusetts Maritime Academy,203366.67,5.5,86.54,321.15,85.73,1105,39348,97.19,2.81
ISTI742,University of Central Florida (UCF),243151.14,6.4,94.67,249.19,95.77,1770,41400,95.72,4.28
NNAD124,"University of California, Santa Barbara (UC Santa Barbara)",198603.52,8.8,83.53,196.29,78.98,3430,30229,88.65,11.35
TNTT763,"University of Louisville (Louisville, U of L, or UL)",173587.72,2.3,64.79,211.36,77.41,2791,38120,92.68,7.32
NDNA147,University of Kentucky (Kentucky or UK),222135.21,2.2,94.85,319.86,79.21,2351,64411,96.35,3.65
MMRA294,Massachusetts College of Art and Design (MassArt),221287.71,4.7,64.11,285.23,82.97,3978,52274,92.39,7.61
AANI104,Bainbridge State College,212710.58,1.1,58.6,150.34,98.21,4609,26808,82.81,17.19
AJAP439,University of Kentucky (Kentucky or UK),236996.6,3.9,78.44,226.23,91.48,1282,50089,97.44,2.56
NADD161,Georgia Highlands College,234676.67,9.3,60.52,263.99,81.5,1120,22763,95.08,4.92
ISSN754,University of Georgia (UGA),158047.66,4.7,74.54,313.96,85.0,1596,10237,84.41,15.59
AIAN114,Georgia Gwinnett College,218820.01,7.3,64.65,284.25,96.54,2027,19513,89.61,10.39
AEMM294,Massachusetts College of Liberal Arts,155432.9,4.1,68.91,212.07,84.18,1575,65947,97.61,2.39
AIAA154,"University of California, Merced (UC Merced)",198175.44,5.9,54.65,194.95,77.12,3962,74000,94.65,5.35
STSS791,Eastern Kentucky University (EKU),241566.72,1.6,95.15,167.52,98.89,1446,72943,98.02,1.98
DIAA170,Fort Valley State University,152625.02,2.1,93.5,159.2,99.58,4354,26436,83.53,16.47
SNSN746,"California State University, Bakersfield (CSUB)",164679.33,2.8,58.9,306.35,90.81,3857,63280,93.90,6.10
AIAN101,Massachusetts College of Liberal Arts,202281.54,3.2,50.94,325.4,81.17,1114,73548,98.49,1.51
ERAM297,Kentucky State University,210837.8,3.9,59.64,229.96,98.83,3151,39528,92.03,7.97
DADD115,South Georgia State College (SGSC),188721.3,5.9,78.65,299.95,91.44,3279,65753,95.01,4.99
GTIG676,Westfield State University,166639.77,3.1,87.08,199.84,76.64,2047,16395,87.51,12.49
INAD123,"California State University, Chico (Chico State)",203356.44,1.7,85.16,347.02,77.64,3775,40710,90.73,9.27
SSIS778,University of West Florida (UWF),179884.97,3.0,71.59,307.56,80.34,2401,46055,94.79,5.21
DAIN164,Massachusetts Maritime Academy,179142.92,9.0,97.37,322.66,88.7,4006,68975,94.19,5.81
RMRE208,University of Georgia (UGA),230212.17,4.3,67.11,304.23,95.44,3624,21844,83.41,16.59
ANIN112,Georgia Gwinnett College,221471.55,4.7,56.31,275.76,84.97,1032,28644,96.40,3.60
ISSN765,Southern Connecticut State University (SCSU),203876.48,4.0,80.1,321.11,86.63,3201,10214,68.66,31.34
DDAD171,Eastern Kentucky University (EKU),236137.61,5.8,83.72,323.95,78.6,1169,53835,97.83,2.17
JNAJ452,Massachusetts Maritime Academy,238967.67,6.5,75.77,278.48,96.47,2719,40271,93.25,6.75
DINI183,Georgia Southwestern State University (GSW),228946.28,4.3,83.17,217.58,90.93,2276,39427,94.23,5.77
MAAM252,Georgia Gwinnett College,234087.32,8.1,80.35,164.91,80.77,2658,40963,93.51,6.49
DAID119,Western Kentucky University (WKU),198600.77,6.1,83.04,193.62,87.29,3890,73450,94.70,5.30
NNIT748,Clayton State University,213884.98,8.1,94.84,292.29,88.32,2283,45744,95.01,4.99
DDID159,Armstrong State University,160798.72,8.7,93.3,316.09,87.87,2993,51199,94.15,5.85
IIGT675,Georgia State University (GSU),231692.64,5.3,57.75,289.66,93.81,3416,40894,91.65,8.35
ANIA132,Massachusetts College of Art and Design (MassArt),165303.59,3.5,91.59,212.3,82.98,2616,39628,93.40,6.60
EAAA237,Georgia State University (GSU),201478.39,4.6,86.17,308.27,80.04,3473,54338,93.61,6.39
DAID194,South Georgia State College (SGSC),211073.55,3.0,90.51,311.67,76.14,3976,14604,72.77,27.23
JJAA486,"University of California, Riverside (UC Riverside)",213008.61,7.4,53.18,203.6,78.16,3365,57478,94.15,5.85
NNDA140,Kennesaw State University,202604.8,5.2,75.63,256.15,90.51,2067,48927,95.78,4.22
NNIS721,College of Coastal Georgia,200344.84,2.2,93.23,156.21,91.74,1614,56508,97.14,2.86
NAIA105,Florida Polytechnic University (Florida Poly or FPU),166582.6,4.8,95.72,276.85,88.97,2644,47536,94.44,5.56
RREM228,East Georgia State College,198066.68,8.7,58.51,221.95,98.39,3156,49034,93.56,6.44
ADNI179,Valdosta State University (VSU),205168.15,7.1,75.33,275.29,93.51,1559,56860,97.26,2.74
NTTN720,"University of California, Merced (UC Merced)",200437.32,5.7,53.63,334.68,84.71,4544,47407,90.41,9.59
DNAN168,"University of California, Santa Cruz (UC Santa Cruz)",185093.01,6.2,85.7,243.91,79.58,2219,66983,96.69,3.31
TNIS733,"California State University, Fresno (Fresno State)",233536.14,8.2,68.09,220.07,78.33,4417,13003,66.03,33.97
DNND156,"University of California, San Diego (UC San Diego)",232771.32,6.0,59.16,182.82,90.1,4320,10346,58.24,41.76
EMRR269,University of Massachusetts Boston (UMass Boston),232745.14,3.1,87.66,233.5,87.74,4565,32134,85.79,14.21
IAII156,Columbus State University,161720.26,8.1,88.28,314.16,82.71,1304,25873,94.96,5.04
SIIS782,Northern Kentucky University (NKU),195116.2,9.2,80.32,280.07,92.68,4025,57266,92.97,7.03
ADNN109,Savannah State University,226720.14,5.1,71.78,205.51,78.8,1159,45782,97.47,2.53
ITST769,Framingham State University,178748.33,3.8,53.43,281.29,88.64,3950,64683,93.89,6.11
NIDD122,University of Kentucky (Kentucky or UK),168611.27,4.7,56.77,228.64,92.76,2382,46392,94.87,5.13
MAAE277,University of Central Florida (UCF),177736.86,1.1,72.66,293.95,94.97,1795,13811,87.00,13.00
NDAI170,Abraham Baldwin Agricultural College,206171.06,3.4,77.78,345.37,87.65,1573,38034,95.86,4.14
TTTN785,"University of California, San Diego (UC San Diego)",197230.7,4.9,67.8,310.33,94.23,1682,52349,96.79,3.21
ADAI169,Western Connecticut State University (WCSU),247342.61,7.4,74.76,171.9,82.91,3560,73352,95.15,4.85
PNPN466,Massachusetts College of Art and Design (MassArt),153126.17,1.6,57.99,260.6,90.33,2217,39767,94.43,5.57
NNDA143,University of Massachusetts Dartmouth (UMass Dartmouth),198699.64,6.6,62.52,153.8,95.26,3854,74341,94.82,5.18
MARE256,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",233866.79,9.7,81.33,196.56,77.6,2055,52163,96.06,3.94
NDDA196,Framingham State University,174061.29,2.2,94.17,195.74,87.13,1489,55496,97.32,2.68
ITGI661,"University of California, Santa Barbara (UC Santa Barbara)",160299.31,3.1,65.62,260.87,87.14,3889,31631,87.71,12.29
AIDA136,Massachusetts Maritime Academy,238180.4,2.7,54.14,214.9,90.78,2861,58468,95.11,4.89
TTIT719,Western Connecticut State University (WCSU),172141.08,1.8,73.31,309.24,98.78,3239,54738,94.08,5.92
DNII109,Morehead State University,170425.81,6.8,66.28,282.6,78.06,1027,17247,94.05,5.95
EMRA290,University of Massachusetts Medical School,235357.2,9.1,86.58,230.78,98.81,2864,54163,94.71,5.29
NINN182,Georgia College and State University,183651.02,7.2,69.8,215.16,95.16,4652,53993,91.38,8.62
NANA422,Fitchburg State University,214560.96,7.9,58.46,208.49,81.06,4269,35323,87.91,12.09
IADD145,University of North Georgia (UNG),245030.92,4.9,55.68,186.95,81.42,3493,15910,78.05,21.95
TSNN764,University of West Georgia (UWG),237022.81,1.3,57.19,216.6,78.43,3023,59460,94.92,5.08
DNAN153,Kentucky State University,180977.28,2.4,91.15,275.59,81.97,1327,48800,97.28,2.72
MREM241,Florida A&M University (Florida A&M),156041.86,6.5,78.35,274.5,76.97,1181,34987,96.62,3.38
AIII106,Worcester State University,159357.0,5.0,51.99,242.07,85.01,3227,52111,93.81,6.19
TISN779,Central Connecticut State University (CCSU),226881.85,2.2,82.99,269.77,84.77,2092,27546,92.41,7.59
IIIN108,Western Kentucky University (WKU),198689.54,8.5,60.26,201.17,88.33,3474,34782,90.01,9.99
TIIG648,"California State University, Fresno (Fresno State)",187447.14,4.3,93.63,251.72,96.72,3081,22166,86.10,13.90
DADA140,Atlanta Metropolitan State College,153669.73,1.6,50.89,278.75,75.59,4368,69222,93.69,6.31
MEAR279,Florida International University (FIU),174905.88,5.2,71.52,216.94,82.23,3302,73226,95.49,4.51
NIDD138,Georgia Southwestern State University (GSW),196570.94,2.7,64.04,287.47,84.05,1103,48666,97.73,2.27
SNNS756,"University of California, San Francisco (UCSF)",182522.97,8.7,95.43,301.43,84.69,3554,50176,92.92,7.08
ININ187,Augusta University,159708.17,2.3,97.04,157.98,96.32,1048,47718,97.80,2.20
ITNS795,Abraham Baldwin Agricultural College,198990.76,8.8,66.63,203.03,78.31,3096,54035,94.27,5.73
DAII160,East Georgia State College,188388.77,7.9,61.78,181.96,85.12,3946,26778,85.26,14.74
MMER219,University of West Florida (UWF),174803.96,3.7,51.41,185.84,98.42,1732,25433,93.19,6.81
DAIN192,Eastern Connecticut State University (ECSU),220574.91,2.6,89.47,319.78,80.53,1723,21511,91.99,8.01
TINI743,Georgia Southwestern State University (GSW),194117.09,8.8,60.44,304.2,96.57,1048,47749,97.81,2.19
INDD162,"California State University, Dominguez Hills (CSUDH)",167588.06,1.8,66.84,344.55,77.68,1136,12249,90.73,9.27
PAAN426,"University of California, Merced (UC Merced)",229761.28,4.8,80.78,155.65,90.44,1162,49054,97.63,2.37
AIII163,"University of California, Berkeley (UC Berkeley)",231076.46,6.2,96.75,291.05,77.71,2351,20873,88.74,11.26
EMER209,University of Massachusetts Amherst (UMass Amherst),173050.47,4.9,69.74,241.53,76.66,4251,62939,93.25,6.75
ADAA197,"University of Louisville (Louisville, U of L, or UL)",157164.31,5.2,80.64,299.85,80.08,2997,32520,90.78,9.22
TISI706,Florida A&M University (Florida A&M),175771.74,9.7,93.25,247.47,92.5,2884,48380,94.04,5.96
AAAD123,University of Massachusetts Dartmouth (UMass Dartmouth),231512.1,4.1,93.04,240.78,80.3,4296,23231,81.51,18.49
ITTI776,University of Georgia (UGA),155728.12,3.0,66.8,327.52,77.94,2416,59293,95.93,4.07
DNNI116,Salem State University,156741.09,4.3,55.12,260.67,81.56,4678,67132,93.03,6.97
EMEA268,"University of California, Santa Cruz (UC Santa Cruz)",215014.06,8.1,79.09,232.3,86.59,1905,12423,84.67,15.33
AINN144,Albany State University,244735.09,3.4,57.88,174.41,78.04,2398,42382,94.34,5.66
JAPJ496,University of Massachusetts Lowell (UMass Lowell),161423.71,8.6,89.81,246.56,82.28,3130,48461,93.54,6.46
NAII181,College of Coastal Georgia,231976.8,4.6,71.94,228.86,85.64,3812,28221,86.49,13.51
TTNT706,University of West Florida (UWF),177523.12,2.1,84.12,274.3,87.9,1664,49291,96.62,3.38
IDNN162,"University of California, Berkeley (UC Berkeley)",159531.59,3.4,85.32,284.16,97.64,1304,56295,97.68,2.32
AMAM213,Georgia Southwestern State University (GSW),222392.72,6.1,62.45,204.7,96.6,1742,24597,92.92,7.08
INAD138,"California State University, East Bay (CSUEB)",202541.56,1.2,94.49,324.69,92.79,2858,30387,90.59,9.41
TITT643,Framingham State University,156182.39,1.7,60.92,151.53,97.7,4662,42822,89.11,10.89
DIDI128,Georgia State University (GSU),176073.97,4.3,63.45,152.3,92.68,3479,22581,84.59,15.41
ISNN786,University of Florida (UF),182954.24,8.8,95.56,186.68,97.04,4158,32632,87.26,12.74
NNID198,Georgia Southwestern State University (GSW),176743.14,8.9,95.11,297.8,76.26,2660,66749,96.01,3.99
MMAM263,University of Massachusetts Lowell (UMass Lowell),240770.65,3.2,95.33,160.94,78.73,3407,57947,94.12,5.88
AADA175,Florida State University (FSU),204183.94,4.9,85.92,223.37,93.33,1541,18631,91.73,8.27
NSTT777,Gordon State College,179427.37,4.8,85.59,199.26,75.51,3792,34588,89.04,10.96
IDIN126,Western Connecticut State University (WCSU),158860.05,8.7,96.3,297.83,76.56,4264,24227,82.40,17.60
SIST740,Eastern Kentucky University (EKU),170073.84,9.2,67.31,325.53,83.82,2595,30701,91.55,8.45
DINI187,University of West Florida (UWF),150161.88,9.9,61.78,317.78,83.44,4705,31979,85.29,14.71
MAMR273,Middle Georgia State University,212955.47,6.7,77.28,347.43,78.92,4568,11645,60.77,39.23
NNAA105,Florida State University (FSU),156222.98,6.8,55.9,206.07,86.29,3772,71798,94.75,5.25
NTST784,University of Massachusetts Dartmouth (UMass Dartmouth),159232.68,7.9,96.15,155.28,81.98,4563,30234,84.91,15.09
IIID151,"California State University, East Bay (CSUEB)",196795.09,8.6,77.93,334.29,95.52,1453,11686,87.57,12.43
PPJA445,Georgia State University (GSU),185573.01,6.6,59.86,285.52,77.96,4311,29954,85.61,14.39
AIAD109,"California State University, Fresno (Fresno State)",219889.16,3.1,78.53,249.81,87.22,2701,26392,89.77,10.23
EAEM288,Florida Atlantic University (FAU),170242.52,9.9,85.0,297.42,82.81,4434,74249,94.03,5.97
DDNI102,Florida Polytechnic University (Florida Poly or FPU),184139.19,9.0,65.77,289.12,83.87,1406,20734,93.22,6.78
TSSN750,"University of California, Irvine (UC Irvine)",165902.35,6.2,91.32,186.81,75.32,3132,31924,90.19,9.81
DNAN174,"University of California, Irvine (UC Irvine)",186715.48,1.1,88.81,165.41,84.8,1490,32848,95.46,4.54
TTII745,"California State University, Channel Islands (CSUCI or CI)",156703.99,9.3,55.85,328.9,95.53,1460,23308,93.74,6.26
NDNI138,Bainbridge State College,156337.24,4.3,82.85,160.36,88.78,3491,11230,68.91,31.09
RRAE230,Southern Connecticut State University (SCSU),191380.18,3.5,93.87,347.76,78.68,3150,22012,85.69,14.31
DDDD145,Albany State University,157226.15,2.6,81.53,257.29,87.45,4120,41377,90.04,9.96
NJNN408,Gordon State College,192368.81,5.2,95.94,234.62,89.03,1744,72149,97.58,2.42
DADN166,Georgia Southwestern State University (GSW),242089.96,3.9,86.84,154.83,92.18,3737,61303,93.90,6.10
ITSI777,University of Florida (UF),232357.07,1.3,74.6,252.25,85.04,1680,48543,96.54,3.46
DDDD183,"University of California, Berkeley (UC Berkeley)",168537.07,8.7,69.93,312.53,96.22,1111,49066,97.74,2.26
EAAA248,University of Massachusetts Medical School,177281.23,9.2,70.08,225.29,88.02,4734,58391,91.89,8.11
ADDN145,Georgia Institute of Technology (Georgia Tech),213856.03,1.5,74.24,331.58,80.33,3451,31361,89.00,11.00
SIST706,"University of California, Santa Cruz (UC Santa Cruz)",169226.47,3.8,77.88,316.1,78.16,2986,39152,92.37,7.63
INID185,Western Kentucky University (WKU),183512.43,3.4,98.83,189.34,77.95,1748,18010,90.29,9.71
