loan_id,customer_id,loan_type,principal_amount,interest_rate,term_month,start_date,end_date
1360524440,441745,Business,1601840.06,9.18,60,2021-08-19 23:15:41.642873,2026-07-24 23:15:41.642873
1360576585,730180,Vehicle,1546839.29,12.18,71,2017-06-04 23:15:41.642873,2023-04-04 23:15:41.642873
1360628731,802958,Housing,1518572.48,9.59,116,2016-02-05 23:15:41.642873,2025-08-16 23:15:41.642873
1360680878,463180,Vehicle,1136177.66,10.59,108,2015-09-10 23:15:41.642873,2024-07-24 23:15:41.642873
1360733026,568441,Vehicle,1124124.21,11.06,92,2013-03-17 23:15:41.642873,2020-10-06 23:15:41.642873
1360785175,105079,Vehicle,1708499.67,8.27,93,2021-08-11 23:15:41.642873,2029-04-01 23:15:41.642873
1360837325,11476,Personal,1041848.33,8.83,50,2020-01-13 23:15:41.642873,2024-02-21 23:15:41.642873
1360889476,205132,Vehicle,1183819.47,10.67,92,2018-11-08 23:15:41.642873,2026-05-30 23:15:41.642873
1360941628,499693,Education,895417.31,11.23,97,2013-02-14 23:15:41.642873,2021-02-02 23:15:41.642873
1360993781,620650,Housing,918953.63,12.34,82,2015-07-24 23:15:41.642873,2022-04-18 23:15:41.642873
1361045935,630340,Education,686354.88,8.61,101,2021-08-15 23:15:41.642873,2029-12-01 23:15:41.642873
1361098090,489567,Personal,1104500.4,11.66,51,2013-09-29 23:15:41.642873,2017-12-07 23:15:41.642873
1361150246,416549,Housing,1800483.33,15.52,99,2024-09-12 23:15:41.642873,2032-10-30 23:15:41.642873
1361202403,95326,Business,1852092.24,12.53,95,2016-01-30 23:15:41.642873,2023-11-19 23:15:41.642873
1361254561,868271,Education,1422774.51,12.0,47,2017-02-13 23:15:41.642873,2020-12-24 23:15:41.642873
1361306720,1007484,Education,1979052.91,9.02,56,2021-05-10 23:15:41.642873,2025-12-15 23:15:41.642873
1361358880,749377,Housing,527636.63,13.29,75,2023-08-22 23:15:41.642873,2029-10-19 23:15:41.642873
1361411041,390298,Personal,1785925.35,14.26,85,2017-09-01 23:15:41.642873,2024-08-25 23:15:41.642873
1361463203,314432,Housing,516273.08,13.81,60,2018-07-13 23:15:41.642873,2023-06-17 23:15:41.642873
1361515366,224575,Personal,991735.45,11.11,103,2024-07-06 23:15:41.642873,2032-12-21 23:15:41.642873
1361567530,390964,Personal,679666.91,12.35,90,2023-03-26 23:15:41.642873,2030-08-16 23:15:41.642873
1361619695,152616,Housing,571297.0,7.6,73,2014-04-10 23:15:41.642873,2020-04-08 23:15:41.642873
1361671861,874160,Housing,799812.72,13.74,107,2014-09-08 23:15:41.642873,2023-06-23 23:15:41.642873
1361724028,451499,Business,1433306.4,11.54,100,2016-09-10 23:15:41.642873,2024-11-27 23:15:41.642873
1361776196,825347,Housing,1001105.52,13.39,115,2022-06-17 23:15:41.642873,2031-11-27 23:15:41.642873
1361828365,151517,Education,1631688.33,8.99,39,2019-05-31 23:15:41.642873,2022-08-13 23:15:41.642873
1361880535,644134,Business,1160130.36,12.08,37,2017-10-18 23:15:41.642873,2020-11-01 23:15:41.642873
1361932706,700926,Housing,805757.94,13.46,101,2019-01-02 23:15:41.642873,2027-04-20 23:15:41.642873
1361984878,911902,Vehicle,1446736.69,9.51,44,2023-04-11 23:15:41.642873,2026-11-21 23:15:41.642873
1362037051,242306,Vehicle,1427167.28,9.88,36,2013-06-22 23:15:41.642873,2016-06-06 23:15:41.642873
1362089225,10032,Housing,1718703.91,14.41,104,2015-07-10 23:15:41.642873,2024-01-24 23:15:41.642873
1362141400,346377,Business,1632752.55,14.9,98,2020-07-26 23:15:41.642873,2028-08-13 23:15:41.642873
1362193576,523212,Education,1186041.2,8.69,105,2024-06-26 23:15:41.642873,2033-02-09 23:15:41.642873
1362245753,740488,Personal,766573.27,13.63,114,2019-06-19 23:15:41.642873,2028-10-29 23:15:41.642873
1362297931,221882,Education,1407558.27,12.9,60,2016-05-03 23:15:41.642873,2021-04-07 23:15:41.642873
1362350110,113851,Education,1787723.39,12.55,99,2016-05-09 23:15:41.642873,2024-06-26 23:15:41.642873
1362402290,71015,Personal,1886603.44,15.73,88,2020-06-30 23:15:41.642873,2027-09-22 23:15:41.642873
1362454471,156073,Business,978281.8,12.04,103,2022-02-16 23:15:41.642873,2030-08-03 23:15:41.642873
1362506653,1009401,Housing,1421397.95,9.74,54,2016-12-17 23:15:41.642873,2021-05-25 23:15:41.642873
1362558836,53184,Housing,1385036.34,8.72,85,2019-10-30 23:15:41.642873,2026-10-23 23:15:41.642873
1362611020,847508,Vehicle,1949499.49,7.53,90,2014-04-10 23:15:41.642873,2021-08-31 23:15:41.642873
1362663205,119517,Education,1799104.84,13.58,70,2021-03-11 23:15:41.642873,2026-12-10 23:15:41.642873
1362715391,219864,Education,1814690.95,8.53,55,2016-08-10 23:15:41.642873,2021-02-15 23:15:41.642873
1362767578,14284,Business,1307035.5,9.95,68,2017-01-02 23:15:41.642873,2022-08-04 23:15:41.642873
1362819766,598264,Housing,1812706.4,14.56,44,2016-09-13 23:15:41.642873,2020-04-25 23:15:41.642873
1362871955,494060,Vehicle,1643845.56,9.98,42,2016-03-13 23:15:41.642873,2019-08-25 23:15:41.642873
1362924145,470128,Education,1415423.99,11.56,50,2015-09-09 23:15:41.642873,2019-10-18 23:15:41.642873
1362976336,239468,Housing,522355.95,9.88,70,2021-03-30 23:15:41.642873,2026-12-29 23:15:41.642873
1363028528,730073,Personal,1048355.71,7.72,48,2021-01-21 23:15:41.642873,2024-12-31 23:15:41.642873
1363080721,446050,Housing,1624356.46,9.21,77,2016-01-18 23:15:41.642873,2022-05-16 23:15:41.642873
1363132915,493950,Personal,905129.56,12.8,109,2016-07-14 23:15:41.642873,2025-06-27 23:15:41.642873
1363185110,547613,Personal,1171405.38,8.41,99,2019-12-31 23:15:41.642873,2028-02-17 23:15:41.642873
1363237306,263394,Personal,1549081.23,9.34,119,2020-08-07 23:15:41.642873,2030-05-17 23:15:41.642873
1363289503,579270,Vehicle,560131.57,15.39,89,2022-06-25 23:15:41.642873,2029-10-16 23:15:41.642873
1363341701,125480,Education,1980931.9,8.26,51,2023-10-26 23:15:41.642873,2028-01-03 23:15:41.642873
1363393900,115660,Vehicle,617614.96,14.61,93,2019-08-21 23:15:41.642873,2027-04-11 23:15:41.642873
1363446100,245192,Personal,987496.54,15.11,116,2023-06-11 23:15:41.642873,2032-12-20 23:15:41.642873
1363498301,733418,Personal,1112794.32,12.29,100,2013-10-02 23:15:41.642873,2021-12-19 23:15:41.642873
1363550503,104591,Housing,1303998.55,9.85,79,2015-12-30 23:15:41.642873,2022-06-26 23:15:41.642873
1363602706,1002390,Housing,932426.46,7.68,41,2023-11-13 23:15:41.642873,2027-03-27 23:15:41.642873
1363654910,581992,Personal,1650607.9,15.55,74,2016-02-03 23:15:41.642873,2022-03-03 23:15:41.642873
1363707115,152131,Business,1627871.81,13.42,37,2021-02-24 23:15:41.642873,2024-03-10 23:15:41.642873
1363759321,586238,Housing,1673812.03,13.23,88,2024-08-12 23:15:41.642873,2031-11-04 23:15:41.642873
1363811528,625206,Housing,1932934.76,11.62,52,2023-12-16 23:15:41.642873,2028-03-24 23:15:41.642873
1363863736,693323,Personal,1438970.87,13.87,104,2021-09-06 23:15:41.642873,2030-03-23 23:15:41.642873
1363915945,547771,Housing,1765093.51,9.04,103,2014-01-13 23:15:41.642873,2022-06-30 23:15:41.642873
1363968155,958416,Education,1867370.84,11.15,40,2016-10-12 23:15:41.642873,2020-01-25 23:15:41.642873
1364020366,219475,Vehicle,1412185.32,14.4,43,2013-05-24 23:15:41.642873,2016-12-04 23:15:41.642873
1364072578,221307,Vehicle,1462288.78,14.09,109,2016-08-14 23:15:41.642873,2025-07-28 23:15:41.642873
1364124791,59547,Personal,1356468.96,9.56,48,2012-11-30 23:15:41.642873,2016-11-09 23:15:41.642873
1364177005,284596,Vehicle,891600.53,9.28,59,2018-08-24 23:15:41.642873,2023-06-29 23:15:41.642873
1364229220,723233,Business,1508441.22,15.4,70,2015-10-30 23:15:41.642873,2021-07-30 23:15:41.642873
1364281436,568789,Housing,1610889.89,8.02,38,2022-10-21 23:15:41.642873,2025-12-04 23:15:41.642873
1364333653,146588,Personal,1165229.32,10.93,53,2013-04-06 23:15:41.642873,2017-08-13 23:15:41.642873
1364385871,951728,Business,1164644.76,15.35,120,2017-05-06 23:15:41.642873,2027-03-15 23:15:41.642873
1364438090,470802,Personal,618285.29,13.53,84,2015-09-27 23:15:41.642873,2022-08-21 23:15:41.642873
1364490310,640333,Personal,1835615.96,12.4,100,2021-02-19 23:15:41.642873,2029-05-08 23:15:41.642873
1364542531,94451,Housing,721244.26,8.56,67,2020-07-12 23:15:41.642873,2026-01-12 23:15:41.642873
1364594753,567858,Education,1460717.8,13.4,109,2013-08-23 23:15:41.642873,2022-08-06 23:15:41.642873
1364646976,121954,Education,980647.9,9.06,48,2015-11-25 23:15:41.642873,2019-11-04 23:15:41.642873
1364699200,633284,Business,1302048.32,12.96,92,2015-08-07 23:15:41.642873,2023-02-26 23:15:41.642873
1364751425,379567,Education,1280282.62,12.3,68,2023-03-23 23:15:41.642873,2028-10-22 23:15:41.642873
1364803651,412495,Education,1806653.31,9.74,114,2022-07-18 23:15:41.642873,2031-11-28 23:15:41.642873
1364855878,862063,Business,1557308.01,10.69,45,2023-04-20 23:15:41.642873,2026-12-30 23:15:41.642873
1364908106,705461,Business,1794306.36,13.98,75,2021-04-02 23:15:41.642873,2027-05-31 23:15:41.642873
1364960335,244609,Business,934742.21,11.47,49,2015-02-09 23:15:41.642873,2019-02-18 23:15:41.642873
1365012565,355971,Personal,1192313.87,7.73,37,2023-11-22 23:15:41.642873,2026-12-06 23:15:41.642873
1365064796,330377,Personal,1329899.78,12.67,97,2014-09-22 23:15:41.642873,2022-09-10 23:15:41.642873
1365117028,966681,Personal,1395207.68,9.5,42,2020-05-29 23:15:41.642873,2023-11-10 23:15:41.642873
1365169261,627043,Business,622789.45,8.8,94,2019-10-07 23:15:41.642873,2027-06-27 23:15:41.642873
1365221495,651243,Education,1497379.6,9.65,97,2023-09-01 23:15:41.642873,2031-08-20 23:15:41.642873
1365273730,529243,Housing,1377223.53,11.09,52,2013-04-04 23:15:41.642873,2017-07-12 23:15:41.642873
1365325966,572010,Personal,1075117.27,7.99,78,2017-12-13 23:15:41.642873,2024-05-10 23:15:41.642873
1365378203,313460,Personal,1726199.25,10.9,110,2014-04-22 23:15:41.642873,2023-05-05 23:15:41.642873
1365430441,770107,Business,1835351.52,11.59,118,2018-11-25 23:15:41.642873,2028-08-04 23:15:41.642873
1365482680,910208,Personal,1640685.2,11.33,40,2017-11-21 23:15:41.642873,2021-03-05 23:15:41.642873
1365534920,700573,Vehicle,1688432.3,12.56,115,2023-07-13 23:15:41.642873,2032-12-22 23:15:41.642873
1365587161,409858,Business,1757689.17,12.73,73,2013-05-19 23:15:41.642873,2019-05-18 23:15:41.642873
1365639403,731820,Personal,1229525.7,13.88,119,2022-03-20 23:15:41.642873,2031-12-28 23:15:41.642873
1365691646,448119,Housing,705573.69,11.42,57,2018-04-27 23:15:41.642873,2023-01-01 23:15:41.642873
1365743890,470359,Housing,1508961.27,8.15,83,2017-09-23 23:15:41.642873,2024-07-18 23:15:41.642873
1365796135,394419,Personal,1575013.78,13.25,60,2018-05-06 23:15:41.642873,2023-04-10 23:15:41.642873
1365848381,545893,Business,1884643.33,14.27,72,2015-10-07 23:15:41.642873,2021-09-05 23:15:41.642873
1365900628,719036,Personal,1970548.72,8.68,106,2014-08-19 23:15:41.642873,2023-05-04 23:15:41.642873
1365952876,749773,Education,1752444.01,13.25,52,2023-04-27 23:15:41.642873,2027-08-04 23:15:41.642873
1366005125,788186,Housing,1833585.26,13.07,68,2013-11-11 23:15:41.642873,2019-06-13 23:15:41.642873
1366057375,808258,Vehicle,1834784.81,8.2,37,2021-10-26 23:15:41.642873,2024-11-09 23:15:41.642873
1366109626,550566,Business,1490205.61,10.36,92,2020-03-06 23:15:41.642873,2027-09-26 23:15:41.642873
1366161878,1002244,Business,621843.55,12.23,94,2020-01-25 23:15:41.642873,2027-10-15 23:15:41.642873
1366214131,33033,Housing,526014.54,9.96,87,2018-04-02 23:15:41.642873,2025-05-25 23:15:41.642873
1366266385,939242,Vehicle,745144.72,11.17,44,2021-02-16 23:15:41.642873,2024-09-28 23:15:41.642873
1366318640,387884,Vehicle,1120796.92,8.33,60,2021-10-20 23:15:41.642873,2026-09-24 23:15:41.642873
1366370896,972305,Business,1627328.41,13.11,69,2014-06-25 23:15:41.642873,2020-02-24 23:15:41.642873
1366423153,608508,Education,1660646.24,14.43,72,2017-09-17 23:15:41.642873,2023-08-17 23:15:41.642873
1366475411,973721,Personal,1898133.68,8.19,94,2015-09-07 23:15:41.642873,2023-05-28 23:15:41.642873
1366527670,210307,Housing,1439096.27,13.5,78,2013-11-20 23:15:41.642873,2020-04-17 23:15:41.642873
1366579930,165217,Education,1985908.51,12.04,39,2022-02-17 23:15:41.642873,2025-05-02 23:15:41.642873
1366632191,723504,Education,892267.88,12.97,63,2021-06-01 23:15:41.642873,2026-08-04 23:15:41.642873
1366684453,832366,Education,1713933.77,9.04,60,2023-11-23 23:15:41.642873,2028-10-27 23:15:41.642873
1366736716,586105,Education,1036428.0,13.95,118,2024-08-03 23:15:41.642873,2034-04-13 23:15:41.642873
1366788980,765537,Education,1772355.03,14.68,101,2020-11-23 23:15:41.642873,2029-03-11 23:15:41.642873
1366841245,859548,Education,1520671.57,9.78,114,2017-02-25 23:15:41.642873,2026-07-08 23:15:41.642873
1366893511,869556,Personal,1705913.37,13.31,83,2023-08-18 23:15:41.642873,2030-06-12 23:15:41.642873
1366945778,525113,Housing,1946511.34,11.12,81,2022-11-09 23:15:41.642873,2029-07-05 23:15:41.642873
1366998046,363012,Business,1309486.81,9.49,106,2013-07-08 23:15:41.642873,2022-03-23 23:15:41.642873
1367050315,830169,Business,607461.44,11.15,66,2022-04-22 23:15:41.642873,2027-09-23 23:15:41.642873
1367102585,314797,Business,1366545.73,9.33,90,2022-07-18 23:15:41.642873,2029-12-08 23:15:41.642873
1367154856,484544,Housing,1013409.47,10.12,116,2014-12-13 23:15:41.642873,2024-06-23 23:15:41.642873
1367207128,761039,Business,1804755.21,11.08,72,2013-10-24 23:15:41.642873,2019-09-23 23:15:41.642873
1367259401,789523,Education,1721803.4,12.21,74,2023-02-09 23:15:41.642873,2029-03-09 23:15:41.642873
1367311675,68836,Business,605935.88,7.57,38,2012-11-20 23:15:41.642873,2016-01-04 23:15:41.642873
1367363950,205253,Personal,550488.86,13.64,43,2016-12-27 23:15:41.642873,2020-07-09 23:15:41.642873
1367416226,481721,Personal,1330159.42,10.06,72,2023-05-02 23:15:41.642873,2029-03-31 23:15:41.642873
1367468503,905825,Business,1688407.85,14.71,115,2024-09-05 23:15:41.642873,2034-02-15 23:15:41.642873
1367520781,994093,Vehicle,1143613.39,7.53,99,2013-06-15 23:15:41.642873,2021-08-02 23:15:41.642873
1367573060,416921,Business,936240.77,8.37,46,2015-03-10 23:15:41.642873,2018-12-19 23:15:41.642873
1367625340,487805,Personal,1321714.95,15.32,76,2017-12-02 23:15:41.642873,2024-02-29 23:15:41.642873
1367677621,980712,Business,1994128.54,9.07,69,2014-04-25 23:15:41.642873,2019-12-25 23:15:41.642873
1367729903,918565,Vehicle,841242.1,9.66,55,2016-04-25 23:15:41.642873,2020-10-31 23:15:41.642873
1367782186,821925,Education,802103.93,14.92,112,2018-07-23 23:15:41.642873,2027-10-04 23:15:41.642873
1367834470,550754,Personal,1388046.05,8.85,104,2013-07-12 23:15:41.642873,2022-01-26 23:15:41.642873
1367886755,701905,Business,1655032.85,14.87,107,2019-12-14 23:15:41.642873,2028-09-27 23:15:41.642873
1367939041,441826,Business,553669.3,10.27,89,2023-10-22 23:15:41.642873,2031-02-12 23:15:41.642873
1367991328,754613,Business,1971707.14,14.82,36,2014-12-02 23:15:41.642873,2017-11-16 23:15:41.642873
1368043616,913397,Personal,1294482.01,13.32,110,2020-04-18 23:15:41.642873,2029-05-01 23:15:41.642873
1368095905,982199,Vehicle,1620057.48,9.87,80,2016-03-29 23:15:41.642873,2022-10-24 23:15:41.642873
1368148195,538503,Education,1297209.53,7.54,103,2020-05-07 23:15:41.642873,2028-10-22 23:15:41.642873
1368200486,471857,Vehicle,1700425.96,9.8,75,2020-09-23 23:15:41.642873,2026-11-21 23:15:41.642873
1368252778,103030,Business,1220360.29,11.9,91,2022-09-16 23:15:41.642873,2030-03-08 23:15:41.642873
1368305071,206102,Housing,1331535.2,10.89,58,2014-07-12 23:15:41.642873,2019-04-17 23:15:41.642873
1368357365,502116,Housing,1608114.26,12.86,36,2024-08-01 23:15:41.642873,2027-07-17 23:15:41.642873
1368409660,94088,Business,898241.93,8.21,62,2015-05-03 23:15:41.642873,2020-06-05 23:15:41.642873
1368461956,87392,Business,592264.2,14.11,61,2020-06-01 23:15:41.642873,2025-06-05 23:15:41.642873
1368514253,247038,Business,1159734.76,11.28,52,2020-03-06 23:15:41.642873,2024-06-13 23:15:41.642873
1368566551,532640,Personal,1930094.83,10.59,68,2014-03-05 23:15:41.642873,2019-10-05 23:15:41.642873
1368618850,512962,Housing,528103.58,10.78,93,2023-09-25 23:15:41.642873,2031-05-16 23:15:41.642873
1368671150,381320,Business,762658.45,7.88,88,2020-07-31 23:15:41.642873,2027-10-23 23:15:41.642873
1368723451,838539,Personal,1455771.46,10.32,87,2022-12-08 23:15:41.642873,2030-01-30 23:15:41.642873
1368775753,874889,Housing,1163643.17,9.84,39,2019-11-26 23:15:41.642873,2023-02-08 23:15:41.642873
1368828056,558357,Personal,1330885.59,12.37,83,2022-01-30 23:15:41.642873,2028-11-24 23:15:41.642873
1368880360,905706,Education,1390046.24,11.41,120,2014-04-03 23:15:41.642873,2024-02-10 23:15:41.642873
1368932665,991295,Education,1047231.76,8.47,37,2020-11-15 23:15:41.642873,2023-11-30 23:15:41.642873
1368984971,968454,Vehicle,1317829.94,12.65,116,2015-05-31 23:15:41.642873,2024-12-09 23:15:41.642873
1369037278,325298,Housing,1047119.65,15.4,69,2019-08-25 23:15:41.642873,2025-04-25 23:15:41.642873
1369089586,418458,Housing,1765805.71,10.52,67,2022-08-03 23:15:41.642873,2028-02-03 23:15:41.642873
1369141895,103472,Business,1225206.76,10.61,74,2024-06-10 23:15:41.642873,2030-07-09 23:15:41.642873
1369194205,95641,Vehicle,1955039.91,14.25,43,2014-04-28 23:15:41.642873,2017-11-08 23:15:41.642873
1369246516,75583,Personal,1746358.83,8.43,106,2020-09-03 23:15:41.642873,2029-05-19 23:15:41.642873
1369298828,782228,Education,892988.88,12.92,55,2017-10-25 23:15:41.642873,2022-05-02 23:15:41.642873
1369351141,871128,Education,1233853.7,12.12,76,2017-05-10 23:15:41.642873,2023-08-07 23:15:41.642873
1369403455,58159,Vehicle,893032.43,7.71,103,2022-04-22 23:15:41.642873,2030-10-07 23:15:41.642873
1369455770,883000,Housing,1124828.41,9.02,48,2020-06-07 23:15:41.642873,2024-05-17 23:15:41.642873
1369508086,912654,Housing,613756.98,14.51,104,2017-06-30 23:15:41.642873,2026-01-14 23:15:41.642873
1369560403,786046,Vehicle,943972.44,12.24,62,2013-03-11 23:15:41.642873,2018-04-14 23:15:41.642873
1369612721,653779,Business,931423.88,13.97,115,2016-05-27 23:15:41.642873,2025-11-06 23:15:41.642873
1369665040,381049,Personal,1607606.31,7.84,83,2021-06-07 23:15:41.642873,2028-04-01 23:15:41.642873
1369717360,638523,Housing,1466704.3,14.47,82,2018-08-31 23:15:41.642873,2025-05-26 23:15:41.642873
1369769681,332555,Personal,1301050.31,12.74,108,2013-08-08 23:15:41.642873,2022-06-22 23:15:41.642873
1369822003,191713,Vehicle,1104281.6,13.55,49,2022-10-20 23:15:41.642873,2026-10-29 23:15:41.642873
1369874326,693524,Personal,571968.57,15.34,78,2019-05-17 23:15:41.642873,2025-10-12 23:15:41.642873
1369926650,967219,Education,918434.08,10.25,113,2022-07-30 23:15:41.642873,2031-11-10 23:15:41.642873
1369978975,914530,Business,1797500.76,9.68,99,2019-09-25 23:15:41.642873,2027-11-12 23:15:41.642873
1370031301,797582,Personal,1143866.87,12.88,105,2013-07-17 23:15:41.642873,2022-03-02 23:15:41.642873
1370083628,853346,Vehicle,891974.18,13.09,109,2017-10-21 23:15:41.642873,2026-10-04 23:15:41.642873
1370135956,886373,Business,938205.39,12.22,118,2021-10-19 23:15:41.642873,2031-06-29 23:15:41.642873
1370188285,559778,Education,1268294.09,14.82,67,2018-11-29 23:15:41.642873,2024-05-31 23:15:41.642873
1370240615,598883,Vehicle,1704169.68,12.31,73,2021-10-15 23:15:41.642873,2027-10-14 23:15:41.642873
1370292946,544978,Housing,829025.91,8.71,40,2016-02-23 23:15:41.642873,2019-06-07 23:15:41.642873
1370345278,265711,Vehicle,1943299.3,9.57,39,2012-11-18 23:15:41.642873,2016-02-01 23:15:41.642873
1370397611,935791,Personal,640907.29,15.47,42,2015-09-09 23:15:41.642873,2019-02-20 23:15:41.642873
1370449945,907609,Personal,1275421.86,13.92,80,2019-09-07 23:15:41.642873,2026-04-03 23:15:41.642873
1370502280,746968,Vehicle,792540.17,7.75,40,2015-08-11 23:15:41.642873,2018-11-23 23:15:41.642873
1370554616,1001119,Education,1671511.07,10.24,99,2016-02-12 23:15:41.642873,2024-03-31 23:15:41.642873
1370606953,791481,Housing,1578015.11,13.64,55,2023-12-02 23:15:41.642873,2028-06-08 23:15:41.642873
1370659291,174770,Education,651726.22,13.76,52,2024-05-21 23:15:41.642873,2028-08-28 23:15:41.642873
1370711630,600563,Vehicle,1117449.33,13.23,60,2016-05-09 23:15:41.642873,2021-04-13 23:15:41.642873
1370763970,307536,Housing,865993.33,11.64,91,2018-10-06 23:15:41.642873,2026-03-28 23:15:41.642873
1370816311,287877,Business,548300.69,8.62,115,2024-05-30 23:15:41.642873,2033-11-09 23:15:41.642873
1370868653,376923,Personal,1562208.16,13.9,58,2018-02-26 23:15:41.642873,2022-12-02 23:15:41.642873
1370920996,440372,Personal,878203.08,12.27,88,2017-02-08 23:15:41.642873,2024-05-02 23:15:41.642873
1370973340,479537,Education,1290322.75,8.95,99,2018-03-16 23:15:41.642873,2026-05-03 23:15:41.642873
1371025685,637345,Business,1030384.03,12.87,51,2015-01-25 23:15:41.642873,2019-04-04 23:15:41.642873
1371078031,147778,Housing,1027376.47,8.33,109,2022-02-12 23:15:41.642873,2031-01-26 23:15:41.642873
1371130378,808969,Education,1054511.06,11.14,102,2012-11-20 23:15:41.642873,2021-04-07 23:15:41.642873
1371182726,679427,Personal,823638.08,14.82,60,2014-03-17 23:15:41.642873,2019-02-19 23:15:41.642873
1371235075,102682,Vehicle,999738.68,7.88,102,2023-03-03 23:15:41.642873,2031-07-19 23:15:41.642873
1371287425,138139,Education,877455.32,10.12,112,2022-11-05 23:15:41.642873,2032-01-17 23:15:41.642873
1371339776,246712,Business,1492032.18,15.35,54,2023-10-10 23:15:41.642873,2028-03-17 23:15:41.642873
1371392128,390670,Business,519218.45,14.94,76,2022-06-04 23:15:41.642873,2028-08-31 23:15:41.642873
1371444481,876007,Business,1460322.09,15.47,41,2013-02-13 23:15:41.642873,2016-06-27 23:15:41.642873
1371496835,183462,Business,1641725.15,8.79,89,2018-05-14 23:15:41.642873,2025-09-04 23:15:41.642873
1371549190,22064,Vehicle,1747321.89,8.86,76,2013-12-16 23:15:41.642873,2020-03-14 23:15:41.642873
1371601546,286560,Personal,712971.31,13.3,53,2021-01-11 23:15:41.642873,2025-05-20 23:15:41.642873
1371653903,258664,Business,1930768.46,11.64,85,2022-02-16 23:15:41.642873,2029-02-09 23:15:41.642873
1371706261,625441,Personal,1341804.21,7.84,89,2016-07-28 23:15:41.642873,2023-11-19 23:15:41.642873
1371758620,353224,Vehicle,1524158.6,13.99,106,2017-10-03 23:15:41.642873,2026-06-18 23:15:41.642873
1371810980,432836,Vehicle,882939.76,8.55,47,2020-06-04 23:15:41.642873,2024-04-14 23:15:41.642873
1371863341,452984,Housing,776275.88,9.79,52,2021-08-17 23:15:41.642873,2025-11-24 23:15:41.642873
1371915703,804960,Vehicle,1280206.97,11.35,62,2020-01-25 23:15:41.642873,2025-02-27 23:15:41.642873
1371968066,822928,Education,1404490.36,13.53,59,2021-10-24 23:15:41.642873,2026-08-29 23:15:41.642873
1372020430,595222,Personal,646912.86,11.57,92,2014-02-03 23:15:41.642873,2021-08-25 23:15:41.642873
1372072795,270150,Vehicle,1419891.1,13.05,105,2016-09-17 23:15:41.642873,2025-05-03 23:15:41.642873
1372125161,940707,Vehicle,798963.99,8.02,49,2015-08-17 23:15:41.642873,2019-08-26 23:15:41.642873
1372177528,990007,Housing,1968948.55,11.04,109,2020-05-21 23:15:41.642873,2029-05-04 23:15:41.642873
1372229896,409689,Education,1451588.42,14.11,111,2022-07-30 23:15:41.642873,2031-09-11 23:15:41.642873
1372282265,179447,Education,1132338.52,11.93,40,2016-09-28 23:15:41.642873,2020-01-11 23:15:41.642873
1372334635,477434,Housing,1378667.31,12.06,116,2022-09-26 23:15:41.642873,2032-04-06 23:15:41.642873
1372387006,458252,Business,1698316.02,14.38,40,2017-12-26 23:15:41.642873,2021-04-09 23:15:41.642873
1372439378,716241,Personal,1349216.25,14.73,89,2014-05-31 23:15:41.642873,2021-09-21 23:15:41.642873
1372491751,592008,Business,687377.82,10.54,59,2014-03-17 23:15:41.642873,2019-01-20 23:15:41.642873
1372544125,241578,Education,1873709.99,15.37,42,2013-09-29 23:15:41.642873,2017-03-12 23:15:41.642873
1372596500,712207,Business,736662.8,7.95,60,2019-01-27 23:15:41.642873,2024-01-01 23:15:41.642873
1372648876,593406,Personal,1367506.86,11.77,108,2024-09-08 23:15:41.642873,2033-07-23 23:15:41.642873
1372701253,71574,Business,1415542.57,10.19,101,2013-12-11 23:15:41.642873,2022-03-29 23:15:41.642873
1372753631,639246,Housing,1393038.69,8.48,87,2021-11-21 23:15:41.642873,2029-01-13 23:15:41.642873
1372806010,229616,Housing,1997086.39,8.04,38,2019-09-11 23:15:41.642873,2022-10-25 23:15:41.642873
1372858390,399992,Education,712671.22,14.78,70,2012-12-14 23:15:41.642873,2018-09-14 23:15:41.642873
1372910771,172691,Education,1143829.45,11.56,42,2020-10-28 23:15:41.642873,2024-04-10 23:15:41.642873
1372963153,760088,Education,539539.05,10.72,65,2019-05-29 23:15:41.642873,2024-09-29 23:15:41.642873
1373015536,763034,Education,1734177.67,14.46,59,2019-08-14 23:15:41.642873,2024-06-18 23:15:41.642873
1373067920,1000278,Education,1825752.14,15.59,102,2018-05-16 23:15:41.642873,2026-10-01 23:15:41.642873
1373120305,673117,Personal,672752.94,13.65,54,2014-05-04 23:15:41.642873,2018-10-10 23:15:41.642873
1373172691,914752,Education,1757001.34,10.13,49,2020-08-14 23:15:41.642873,2024-08-23 23:15:41.642873
1373225078,26851,Housing,892509.74,14.9,43,2012-11-29 23:15:41.642873,2016-06-11 23:15:41.642873
1373277466,412365,Vehicle,918512.64,7.58,40,2024-03-17 23:15:41.642873,2027-06-30 23:15:41.642873
1373329855,85475,Vehicle,1355324.66,11.72,44,2020-03-06 23:15:41.642873,2023-10-17 23:15:41.642873
1373382245,788226,Education,1573778.47,8.39,74,2023-03-24 23:15:41.642873,2029-04-21 23:15:41.642873
1373434636,675639,Business,966967.41,7.7,58,2016-02-25 23:15:41.642873,2020-11-30 23:15:41.642873
1373487028,174611,Personal,593836.04,9.41,109,2022-08-16 23:15:41.642873,2031-07-30 23:15:41.642873
1373539421,713316,Vehicle,1594428.59,14.25,56,2013-07-10 23:15:41.642873,2018-02-14 23:15:41.642873
