fc_id,fc_release_to_mfg_date,fc_release_to_mfg_count,fc_arrival_from_mfg_date,fc_arrival_from_mfg_count,fc_inspection_date,fc_mfg_facility_id,fc_release_to_shipment_date,mfg_facility_id,to_mfg_facility_arrival_date,from_mfg_facility_departure_date,mfg_facility_input_count,mfg_facility_output_count,mfg_facility_backlog_count,mfg_facility_product_capability_count
FC#67745,2021-12-27 18:32:36.983998,701,2022-01-08 18:32:36.983998,917,2023-01-10 01:24:36.983998,MFG_ID#1166,2021-12-19 18:32:36.983998,MFG_ID#1166,2021-12-30 18:32:36.983998,2021-12-31 18:32:36.983998,155701,111432,44269,132
FC#75720,2021-10-16 06:24:36.984009,205,2021-10-23 06:24:36.984009,558,2021-06-15 02:22:36.984009,MFG_ID#1378,2021-09-30 06:24:36.984009,MFG_ID#1378,2021-10-18 06:24:36.984009,2021-10-21 06:24:36.984009,152604,131912,20692,106
FC#18835,2020-09-08 11:54:36.984019,232,2020-09-15 11:54:36.984019,947,2022-10-19 15:10:36.984019,MFG_ID#1333,2020-09-11 11:54:36.984019,MFG_ID#1333,2020-09-12 11:54:36.984019,2020-09-16 11:54:36.984019,82501,73102,9399,128
FC#115388,2016-07-01 10:42:36.984031,869,2016-07-10 10:42:36.984031,600,2023-05-11 01:28:36.984031,MFG_ID#1795,2016-07-03 10:42:36.984031,MFG_ID#1795,2016-07-03 10:42:36.984031,2016-07-05 10:42:36.984031,195090,179405,15685,85
FC#130155,2017-04-23 08:10:36.984042,398,2017-05-05 08:10:36.984042,462,2021-09-21 02:51:36.984042,MFG_ID#857,2017-05-09 08:10:36.984042,MFG_ID#857,2017-04-25 08:10:36.984042,2017-04-28 08:10:36.984042,84880,43083,41797,89
FC#157222,2018-05-10 06:06:36.984052,1000,2018-05-20 06:06:36.984052,744,2023-04-06 01:36:36.984052,MFG_ID#757,2018-05-04 06:06:36.984052,MFG_ID#757,2018-05-12 06:06:36.984052,2018-05-15 06:06:36.984052,97139,66768,30371,59
FC#13724,2019-12-02 22:21:36.984063,796,2019-12-12 22:21:36.984063,293,2025-01-10 14:57:36.984063,MFG_ID#786,2019-11-27 22:21:36.984063,MFG_ID#786,2019-12-06 22:21:36.984063,2019-12-07 22:21:36.984063,190336,158252,32084,96
FC#88438,2015-11-13 00:33:36.984075,564,2015-11-22 00:33:36.984075,599,2022-11-24 12:03:36.984075,MFG_ID#860,2015-11-16 00:33:36.984075,MFG_ID#860,2015-11-16 00:33:36.984075,2015-11-18 00:33:36.984075,92115,56248,35867,117
FC#172146,2016-04-21 21:47:36.984086,676,2016-05-02 21:47:36.984086,679,2021-11-08 13:16:36.984086,MFG_ID#937,2016-04-17 21:47:36.984086,MFG_ID#937,2016-04-25 21:47:36.984086,2016-04-27 21:47:36.984086,87289,82890,4399,131
FC#150277,2023-07-11 05:14:36.984096,704,2023-07-23 05:14:36.984096,603,2024-08-05 05:03:36.984096,MFG_ID#935,2023-07-22 05:14:36.984096,MFG_ID#935,2023-07-15 05:14:36.984096,2023-07-18 05:14:36.984096,171342,139511,31831,102
FC#3880,2018-01-06 06:22:36.984107,571,2018-01-14 06:22:36.984107,749,2024-11-24 14:13:36.984107,MFG_ID#1304,2017-12-22 06:22:36.984107,MFG_ID#1304,2018-01-10 06:22:36.984107,2018-01-13 06:22:36.984107,196545,164020,32525,53
FC#153778,2019-07-06 18:16:36.984118,530,2019-07-14 18:16:36.984118,424,2022-09-23 18:00:36.984118,MFG_ID#1083,2019-07-18 18:16:36.984118,MFG_ID#1083,2019-07-08 18:16:36.984118,2019-07-10 18:16:36.984118,75189,66937,8252,113
FC#170989,2017-01-16 00:24:36.984129,690,2017-01-26 00:24:36.984129,915,2023-01-27 15:01:36.984129,MFG_ID#562,2017-01-07 00:24:36.984129,MFG_ID#562,2017-01-19 00:24:36.984129,2017-01-21 00:24:36.984129,118356,107110,11246,102
FC#194733,2016-11-13 05:24:36.984140,834,2016-11-23 05:24:36.984140,384,2021-11-07 13:22:36.984140,MFG_ID#1856,2016-11-12 05:24:36.984140,MFG_ID#1856,2016-11-15 05:24:36.984140,2016-11-17 05:24:36.984140,106125,81162,24963,106
FC#123862,2023-03-02 08:00:36.984151,912,2023-03-10 08:00:36.984151,115,2021-06-01 14:53:36.984151,MFG_ID#1863,2023-02-10 08:00:36.984151,MFG_ID#1863,2023-03-05 08:00:36.984151,2023-03-07 08:00:36.984151,122722,100049,22673,105
FC#28460,2023-11-18 01:05:36.984162,839,2023-11-28 01:05:36.984162,510,2024-06-18 15:53:36.984162,MFG_ID#1740,2023-11-15 01:05:36.984162,MFG_ID#1740,2023-11-21 01:05:36.984162,2023-11-25 01:05:36.984162,182596,134750,47846,104
FC#141763,2021-11-04 06:02:36.984174,622,2021-11-16 06:02:36.984174,228,2024-05-07 01:59:36.984174,MFG_ID#1763,2021-10-22 06:02:36.984174,MFG_ID#1763,2021-11-06 06:02:36.984174,2021-11-07 06:02:36.984174,151425,134881,16544,112
FC#145684,2023-06-18 16:22:36.984184,553,2023-06-28 16:22:36.984184,611,2022-04-23 03:48:36.984184,MFG_ID#761,2023-06-07 16:22:36.984184,MFG_ID#761,2023-06-22 16:22:36.984184,2023-06-25 16:22:36.984184,76353,73837,2516,86
FC#158371,2019-12-04 07:57:36.984194,207,2019-12-11 07:57:36.984194,257,2021-12-06 01:24:36.984194,MFG_ID#1184,2019-12-04 07:57:36.984194,MFG_ID#1184,2019-12-08 07:57:36.984194,2019-12-12 07:57:36.984194,166574,143556,23018,132
FC#169116,2018-11-10 11:01:36.984204,942,2018-11-22 11:01:36.984204,769,2021-07-27 22:57:36.984204,MFG_ID#575,2018-11-09 11:01:36.984204,MFG_ID#575,2018-11-13 11:01:36.984204,2018-11-16 11:01:36.984204,149142,142676,6466,73
FC#168686,2016-10-27 21:43:36.984214,848,2016-11-05 21:43:36.984214,668,2021-02-19 17:42:36.984214,MFG_ID#1957,2016-10-04 21:43:36.984214,MFG_ID#1957,2016-10-29 21:43:36.984214,2016-11-02 21:43:36.984214,148034,127562,20472,66
FC#18887,2021-11-26 14:46:36.984224,264,2021-12-05 14:46:36.984224,462,2022-11-21 09:33:36.984224,MFG_ID#562,2021-12-12 14:46:36.984224,MFG_ID#562,2021-11-30 14:46:36.984224,2021-12-04 14:46:36.984224,190798,189449,1349,121
FC#3876,2019-10-22 19:42:36.984234,742,2019-10-30 19:42:36.984234,905,2023-03-23 07:56:36.984234,MFG_ID#1527,2019-10-01 19:42:36.984234,MFG_ID#1527,2019-10-25 19:42:36.984234,2019-10-26 19:42:36.984234,198668,179009,19659,137
FC#43151,2017-10-13 12:20:36.984244,343,2017-10-22 12:20:36.984244,650,2024-09-18 15:15:36.984244,MFG_ID#1484,2017-10-08 12:20:36.984244,MFG_ID#1484,2017-10-15 12:20:36.984244,2017-10-16 12:20:36.984244,76208,58833,17375,123
FC#84697,2021-01-27 22:22:36.984253,83,2021-02-05 22:22:36.984253,217,2024-01-01 00:48:36.984253,MFG_ID#1065,2021-01-21 22:22:36.984253,MFG_ID#1065,2021-01-29 22:22:36.984253,2021-02-01 22:22:36.984253,81452,45283,36169,106
FC#57219,2017-09-07 02:43:36.984263,857,2017-09-14 02:43:36.984263,33,2022-01-18 05:15:36.984263,MFG_ID#1429,2017-08-21 02:43:36.984263,MFG_ID#1429,2017-09-09 02:43:36.984263,2017-09-13 02:43:36.984263,176222,169646,6576,137
FC#127375,2020-01-28 03:27:36.984273,138,2020-02-09 03:27:36.984273,838,2023-04-19 22:21:36.984273,MFG_ID#1503,2020-01-13 03:27:36.984273,MFG_ID#1503,2020-01-30 03:27:36.984273,2020-02-01 03:27:36.984273,194574,163907,30667,89
FC#44368,2022-10-13 19:58:36.984283,797,2022-10-20 19:58:36.984283,370,2023-10-23 02:01:36.984283,MFG_ID#699,2022-10-18 19:58:36.984283,MFG_ID#699,2022-10-16 19:58:36.984283,2022-10-19 19:58:36.984283,137381,115716,21665,58
FC#178875,2016-12-19 19:18:36.984293,884,2016-12-26 19:18:36.984293,577,2022-09-10 22:09:36.984293,MFG_ID#546,2016-12-17 19:18:36.984293,MFG_ID#546,2016-12-23 19:18:36.984293,2016-12-27 19:18:36.984293,84519,64817,19702,96
FC#160372,2023-05-02 17:31:36.984302,879,2023-05-14 17:31:36.984302,574,2023-12-13 21:59:36.984302,MFG_ID#1042,2023-04-18 17:31:36.984302,MFG_ID#1042,2023-05-05 17:31:36.984302,2023-05-08 17:31:36.984302,136481,121687,14794,62
FC#153680,2023-07-19 11:04:36.984312,23,2023-07-30 11:04:36.984312,290,2023-04-01 14:29:36.984312,MFG_ID#1224,2023-07-04 11:04:36.984312,MFG_ID#1224,2023-07-22 11:04:36.984312,2023-07-24 11:04:36.984312,132703,89817,42886,106
FC#63894,2018-04-29 21:18:36.984322,625,2018-05-11 21:18:36.984322,702,2022-12-24 09:22:36.984322,MFG_ID#1967,2018-04-06 21:18:36.984322,MFG_ID#1967,2018-05-02 21:18:36.984322,2018-05-05 21:18:36.984322,141808,98357,43451,140
FC#64775,2023-01-02 12:43:36.984332,954,2023-01-14 12:43:36.984332,59,2022-09-27 13:04:36.984332,MFG_ID#1632,2022-12-18 12:43:36.984332,MFG_ID#1632,2023-01-06 12:43:36.984332,2023-01-08 12:43:36.984332,179334,172501,6833,146
FC#31462,2017-07-08 23:17:36.984342,891,2017-07-17 23:17:36.984342,977,2023-01-21 03:40:36.984342,MFG_ID#1991,2017-07-04 23:17:36.984342,MFG_ID#1991,2017-07-10 23:17:36.984342,2017-07-13 23:17:36.984342,167695,122843,44852,86
FC#153825,2018-10-01 05:32:36.984352,24,2018-10-10 05:32:36.984352,401,2024-06-16 00:42:36.984352,MFG_ID#1252,2018-10-09 05:32:36.984352,MFG_ID#1252,2018-10-05 05:32:36.984352,2018-10-09 05:32:36.984352,121494,103238,18256,93
FC#2345,2024-03-31 05:00:36.984364,401,2024-04-11 05:00:36.984364,68,2024-03-12 17:35:36.984364,MFG_ID#1509,2024-03-17 05:00:36.984364,MFG_ID#1509,2024-04-03 05:00:36.984364,2024-04-04 05:00:36.984364,83316,57380,25936,123
FC#29214,2023-08-14 10:46:36.984377,622,2023-08-22 10:46:36.984377,294,2021-12-26 02:39:36.984377,MFG_ID#521,2023-08-08 10:46:36.984377,MFG_ID#521,2023-08-18 10:46:36.984377,2023-08-19 10:46:36.984377,140491,123509,16982,129
FC#113853,2022-06-21 18:30:36.984388,257,2022-07-03 18:30:36.984388,71,2022-10-19 17:20:36.984388,MFG_ID#977,2022-07-04 18:30:36.984388,MFG_ID#977,2022-06-23 18:30:36.984388,2022-06-26 18:30:36.984388,107549,90759,16790,119
FC#145578,2015-07-28 02:17:36.984399,430,2015-08-09 02:17:36.984399,846,2021-02-02 19:00:36.984399,MFG_ID#1548,2015-07-11 02:17:36.984399,MFG_ID#1548,2015-07-30 02:17:36.984399,2015-08-01 02:17:36.984399,179635,177778,1857,129
FC#92720,2018-12-20 07:52:36.984410,729,2018-12-27 07:52:36.984410,889,2025-01-19 22:43:36.984410,MFG_ID#1551,2018-11-27 07:52:36.984410,MFG_ID#1551,2018-12-24 07:52:36.984410,2018-12-25 07:52:36.984410,135832,112378,23454,82
FC#24361,2017-10-20 03:55:36.984421,559,2017-10-30 03:55:36.984421,823,2021-04-19 23:17:36.984421,MFG_ID#1550,2017-10-16 03:55:36.984421,MFG_ID#1550,2017-10-24 03:55:36.984421,2017-10-26 03:55:36.984421,195380,173722,21658,141
FC#106999,2018-08-22 21:06:36.984432,734,2018-09-03 21:06:36.984432,891,2022-11-17 00:45:36.984432,MFG_ID#1904,2018-08-15 21:06:36.984432,MFG_ID#1904,2018-08-26 21:06:36.984432,2018-08-30 21:06:36.984432,168899,138476,30423,95
FC#50986,2017-12-03 10:45:36.984443,891,2017-12-10 10:45:36.984443,919,2024-05-03 10:12:36.984443,MFG_ID#1872,2017-12-04 10:45:36.984443,MFG_ID#1872,2017-12-05 10:45:36.984443,2017-12-06 10:45:36.984443,130750,116591,14159,143
FC#104532,2019-05-31 08:21:36.984454,847,2019-06-12 08:21:36.984454,324,2023-12-05 11:43:36.984454,MFG_ID#857,2019-05-27 08:21:36.984454,MFG_ID#857,2019-06-02 08:21:36.984454,2019-06-05 08:21:36.984454,89839,70790,19049,118
FC#88639,2023-06-23 08:41:36.984465,769,2023-07-01 08:41:36.984465,526,2022-04-29 03:51:36.984465,MFG_ID#1407,2023-06-06 08:41:36.984465,MFG_ID#1407,2023-06-25 08:41:36.984465,2023-06-29 08:41:36.984465,156093,111619,44474,111
FC#12307,2023-11-10 23:39:36.984476,536,2023-11-17 23:39:36.984476,366,2023-02-02 05:24:36.984476,MFG_ID#769,2023-11-06 23:39:36.984476,MFG_ID#769,2023-11-14 23:39:36.984476,2023-11-16 23:39:36.984476,193378,150185,43193,94
FC#198500,2017-03-30 02:35:36.984487,469,2017-04-08 02:35:36.984487,782,2023-03-11 21:52:36.984487,MFG_ID#1420,2017-03-14 02:35:36.984487,MFG_ID#1420,2017-04-03 02:35:36.984487,2017-04-05 02:35:36.984487,194476,176791,17685,68
FC#170465,2019-02-19 10:48:36.984498,583,2019-02-26 10:48:36.984498,863,2022-11-19 05:47:36.984498,MFG_ID#1370,2019-03-04 10:48:36.984498,MFG_ID#1370,2019-02-21 10:48:36.984498,2019-02-25 10:48:36.984498,165025,156722,8303,128
FC#194099,2016-03-28 07:48:36.984509,970,2016-04-05 07:48:36.984509,21,2025-01-21 22:44:36.984509,MFG_ID#517,2016-03-19 07:48:36.984509,MFG_ID#517,2016-03-30 07:48:36.984509,2016-04-03 07:48:36.984509,132648,122083,10565,95
FC#194073,2023-10-31 10:09:36.984520,177,2023-11-11 10:09:36.984520,445,2024-02-12 02:38:36.984520,MFG_ID#1594,2023-11-23 10:09:36.984520,MFG_ID#1594,2023-11-04 10:09:36.984520,2023-11-08 10:09:36.984520,81902,74480,7422,51
FC#105989,2020-01-29 10:25:36.984531,334,2020-02-07 10:25:36.984531,234,2022-10-12 10:12:36.984531,MFG_ID#811,2020-01-07 10:25:36.984531,MFG_ID#811,2020-01-31 10:25:36.984531,2020-02-02 10:25:36.984531,169541,131438,38103,144
FC#107696,2021-07-30 10:17:36.984543,461,2021-08-07 10:17:36.984543,493,2024-07-01 22:06:36.984543,MFG_ID#1595,2021-07-21 10:17:36.984543,MFG_ID#1595,2021-08-01 10:17:36.984543,2021-08-02 10:17:36.984543,185846,142660,43186,142
FC#127592,2017-06-25 03:56:36.984554,63,2017-07-05 03:56:36.984554,34,2021-05-07 04:52:36.984554,MFG_ID#1954,2017-06-22 03:56:36.984554,MFG_ID#1954,2017-06-29 03:56:36.984554,2017-07-03 03:56:36.984554,100050,64368,35682,60
FC#108832,2024-05-12 21:48:36.984566,88,2024-05-21 21:48:36.984566,515,2022-04-09 17:07:36.984566,MFG_ID#588,2024-05-05 21:48:36.984566,MFG_ID#588,2024-05-15 21:48:36.984566,2024-05-16 21:48:36.984566,190018,154753,35265,90
FC#128937,2017-11-18 17:45:36.984577,988,2017-11-29 17:45:36.984577,706,2023-09-29 07:29:36.984577,MFG_ID#1807,2017-11-08 17:45:36.984577,MFG_ID#1807,2017-11-22 17:45:36.984577,2017-11-25 17:45:36.984577,142491,130498,11993,90
FC#105643,2018-05-27 16:29:36.984588,97,2018-06-04 16:29:36.984588,757,2022-10-30 16:40:36.984588,MFG_ID#685,2018-05-16 16:29:36.984588,MFG_ID#685,2018-05-30 16:29:36.984588,2018-05-31 16:29:36.984588,187863,185429,2434,64
FC#114754,2024-08-05 18:22:36.984599,281,2024-08-17 18:22:36.984599,954,2025-01-05 03:04:36.984599,MFG_ID#1317,2024-08-06 18:22:36.984599,MFG_ID#1317,2024-08-07 18:22:36.984599,2024-08-09 18:22:36.984599,106417,102353,4064,132
FC#46864,2022-11-17 17:54:36.984610,500,2022-11-29 17:54:36.984610,45,2023-04-29 06:11:36.984610,MFG_ID#1652,2022-12-07 17:54:36.984610,MFG_ID#1652,2022-11-20 17:54:36.984610,2022-11-23 17:54:36.984610,158878,112132,46746,106
FC#149860,2017-01-26 09:30:36.984621,743,2017-02-02 09:30:36.984621,127,2022-01-08 17:54:36.984621,MFG_ID#1117,2017-01-17 09:30:36.984621,MFG_ID#1117,2017-01-30 09:30:36.984621,2017-02-02 09:30:36.984621,162285,123583,38702,123
FC#181804,2022-02-01 15:14:36.984632,489,2022-02-11 15:14:36.984632,205,2021-09-14 06:55:36.984632,MFG_ID#923,2022-01-13 15:14:36.984632,MFG_ID#923,2022-02-03 15:14:36.984632,2022-02-07 15:14:36.984632,117087,77606,39481,109
FC#136630,2020-04-02 11:01:36.984643,713,2020-04-14 11:01:36.984643,712,2022-04-06 19:02:36.984643,MFG_ID#1031,2020-04-04 11:01:36.984643,MFG_ID#1031,2020-04-06 11:01:36.984643,2020-04-08 11:01:36.984643,196513,153206,43307,143
FC#179201,2019-03-25 22:40:36.984654,985,2019-04-01 22:40:36.984654,202,2022-01-24 01:05:36.984654,MFG_ID#1215,2019-03-12 22:40:36.984654,MFG_ID#1215,2019-03-29 22:40:36.984654,2019-04-02 22:40:36.984654,193953,144299,49654,108
FC#64335,2024-10-28 03:50:36.984665,262,2024-11-07 03:50:36.984665,674,2021-05-22 08:32:36.984665,MFG_ID#563,2024-10-31 03:50:36.984665,MFG_ID#563,2024-11-01 03:50:36.984665,2024-11-04 03:50:36.984665,88538,64891,23647,87
FC#50781,2020-10-27 17:13:36.984676,232,2020-11-05 17:13:36.984676,897,2022-02-20 12:43:36.984676,MFG_ID#1077,2020-11-17 17:13:36.984676,MFG_ID#1077,2020-10-31 17:13:36.984676,2020-11-02 17:13:36.984676,129520,109337,20183,147
FC#158670,2018-06-07 11:57:36.984691,223,2018-06-19 11:57:36.984691,78,2022-11-23 06:18:36.984691,MFG_ID#583,2018-06-12 11:57:36.984691,MFG_ID#583,2018-06-09 11:57:36.984691,2018-06-13 11:57:36.984691,164886,130870,34016,146
FC#181376,2016-02-19 17:06:36.984701,871,2016-02-27 17:06:36.984701,147,2023-01-13 00:15:36.984701,MFG_ID#823,2016-01-28 17:06:36.984701,MFG_ID#823,2016-02-23 17:06:36.984701,2016-02-24 17:06:36.984701,179317,163479,15838,63
FC#128408,2019-04-12 19:45:36.984711,577,2019-04-23 19:45:36.984711,78,2023-03-01 01:38:36.984711,MFG_ID#1181,2019-04-05 19:45:36.984711,MFG_ID#1181,2019-04-16 19:45:36.984711,2019-04-20 19:45:36.984711,125616,117822,7794,81
FC#45617,2023-07-22 12:39:36.984720,737,2023-08-03 12:39:36.984720,200,2023-09-30 22:09:36.984720,MFG_ID#1365,2023-07-20 12:39:36.984720,MFG_ID#1365,2023-07-26 12:39:36.984720,2023-07-27 12:39:36.984720,196149,164558,31591,64
FC#159873,2017-03-23 23:38:36.984730,172,2017-04-01 23:38:36.984730,233,2022-03-01 14:18:36.984730,MFG_ID#1602,2017-03-23 23:38:36.984730,MFG_ID#1602,2017-03-27 23:38:36.984730,2017-03-29 23:38:36.984730,95699,69433,26266,69
FC#79363,2023-03-06 20:24:36.984740,163,2023-03-13 20:24:36.984740,975,2021-06-18 04:00:36.984740,MFG_ID#1810,2023-02-21 20:24:36.984740,MFG_ID#1810,2023-03-08 20:24:36.984740,2023-03-11 20:24:36.984740,110628,62824,47804,82
FC#32079,2018-07-07 06:42:36.984750,303,2018-07-14 06:42:36.984750,971,2021-05-20 02:49:36.984750,MFG_ID#1836,2018-07-21 06:42:36.984750,MFG_ID#1836,2018-07-09 06:42:36.984750,2018-07-13 06:42:36.984750,97129,49228,47901,121
FC#93616,2021-04-19 15:21:36.984759,449,2021-04-27 15:21:36.984759,863,2021-06-04 10:19:36.984759,MFG_ID#1682,2021-04-03 15:21:36.984759,MFG_ID#1682,2021-04-21 15:21:36.984759,2021-04-23 15:21:36.984759,157250,121836,35414,109
FC#24808,2015-09-23 22:43:36.984769,37,2015-10-05 22:43:36.984769,751,2023-05-07 08:06:36.984769,MFG_ID#692,2015-10-15 22:43:36.984769,MFG_ID#692,2015-09-26 22:43:36.984769,2015-09-27 22:43:36.984769,144622,99193,45429,93
FC#52011,2024-10-08 16:45:36.984779,420,2024-10-15 16:45:36.984779,56,2021-09-13 02:27:36.984779,MFG_ID#1568,2024-09-29 16:45:36.984779,MFG_ID#1568,2024-10-12 16:45:36.984779,2024-10-14 16:45:36.984779,126450,124189,2261,121
FC#110571,2021-09-28 19:31:36.984789,355,2021-10-07 19:31:36.984789,158,2024-01-19 23:27:36.984789,MFG_ID#938,2021-09-12 19:31:36.984789,MFG_ID#938,2021-09-30 19:31:36.984789,2021-10-02 19:31:36.984789,161954,159721,2233,132
FC#39442,2019-09-28 06:58:36.984798,238,2019-10-10 06:58:36.984798,892,2021-09-21 00:01:36.984798,MFG_ID#1861,2019-10-01 06:58:36.984798,MFG_ID#1861,2019-10-02 06:58:36.984798,2019-10-04 06:58:36.984798,168495,137633,30862,110
FC#64795,2019-06-06 11:45:36.984808,469,2019-06-17 11:45:36.984808,637,2023-08-01 06:35:36.984808,MFG_ID#1029,2019-05-24 11:45:36.984808,MFG_ID#1029,2019-06-08 11:45:36.984808,2019-06-09 11:45:36.984808,163653,153934,9719,107
FC#120881,2015-04-23 08:41:36.984818,805,2015-05-01 08:41:36.984818,328,2022-03-21 23:02:36.984818,MFG_ID#1056,2015-04-15 08:41:36.984818,MFG_ID#1056,2015-04-26 08:41:36.984818,2015-04-28 08:41:36.984818,113818,68691,45127,82
FC#16480,2023-06-17 01:51:36.984828,850,2023-06-29 01:51:36.984828,926,2022-08-31 18:48:36.984828,MFG_ID#1938,2023-07-02 01:51:36.984828,MFG_ID#1938,2023-06-21 01:51:36.984828,2023-06-22 01:51:36.984828,128577,98229,30348,86
FC#75651,2018-08-31 16:38:36.984838,261,2018-09-07 16:38:36.984838,223,2022-09-14 05:49:36.984838,MFG_ID#1522,2018-09-15 16:38:36.984838,MFG_ID#1522,2018-09-02 16:38:36.984838,2018-09-03 16:38:36.984838,152331,130909,21422,65
FC#166864,2015-11-12 14:38:36.984849,904,2015-11-23 14:38:36.984849,877,2023-10-15 20:46:36.984849,MFG_ID#1504,2015-10-27 14:38:36.984849,MFG_ID#1504,2015-11-16 14:38:36.984849,2015-11-17 14:38:36.984849,172741,125928,46813,85
FC#116280,2019-05-13 01:03:36.984860,448,2019-05-21 01:03:36.984860,409,2023-03-10 10:19:36.984860,MFG_ID#698,2019-04-21 01:03:36.984860,MFG_ID#698,2019-05-17 01:03:36.984860,2019-05-18 01:03:36.984860,177636,143765,33871,146
FC#154203,2022-05-30 02:59:36.984871,31,2022-06-08 02:59:36.984871,513,2022-10-23 05:52:36.984871,MFG_ID#521,2022-06-08 02:59:36.984871,MFG_ID#521,2022-06-02 02:59:36.984871,2022-06-05 02:59:36.984871,193595,149656,43939,133
FC#2655,2016-05-23 05:00:36.984882,678,2016-05-30 05:00:36.984882,529,2023-05-06 12:43:36.984882,MFG_ID#1566,2016-05-06 05:00:36.984882,MFG_ID#1566,2016-05-27 05:00:36.984882,2016-05-29 05:00:36.984882,102919,87024,15895,53
FC#132203,2021-04-20 03:52:36.984892,78,2021-04-30 03:52:36.984892,663,2021-10-28 11:42:36.984892,MFG_ID#506,2021-03-30 03:52:36.984892,MFG_ID#506,2021-04-23 03:52:36.984892,2021-04-26 03:52:36.984892,141206,136132,5074,70
FC#52522,2016-06-07 22:25:36.984903,512,2016-06-19 22:25:36.984903,915,2021-12-13 21:16:36.984903,MFG_ID#1691,2016-06-01 22:25:36.984903,MFG_ID#1691,2016-06-11 22:25:36.984903,2016-06-15 22:25:36.984903,105448,64136,41312,145
FC#95255,2016-02-05 00:28:36.984914,372,2016-02-15 00:28:36.984914,753,2025-01-10 05:57:36.984914,MFG_ID#1879,2016-01-23 00:28:36.984914,MFG_ID#1879,2016-02-07 00:28:36.984914,2016-02-08 00:28:36.984914,179736,133176,46560,113
FC#118715,2017-05-29 03:35:36.984925,946,2017-06-06 03:35:36.984925,720,2024-07-25 00:06:36.984925,MFG_ID#1409,2017-06-11 03:35:36.984925,MFG_ID#1409,2017-06-02 03:35:36.984925,2017-06-05 03:35:36.984925,182591,170876,11715,117
FC#120116,2019-10-08 08:20:36.984936,22,2019-10-17 08:20:36.984936,861,2024-05-17 02:37:36.984936,MFG_ID#1331,2019-10-07 08:20:36.984936,MFG_ID#1331,2019-10-12 08:20:36.984936,2019-10-13 08:20:36.984936,100928,73587,27341,143
FC#94149,2015-11-22 06:48:36.984947,498,2015-12-01 06:48:36.984947,80,2024-06-11 04:00:36.984947,MFG_ID#1216,2015-11-06 06:48:36.984947,MFG_ID#1216,2015-11-24 06:48:36.984947,2015-11-25 06:48:36.984947,159477,130695,28782,128
FC#26131,2017-08-08 21:44:36.984958,243,2017-08-15 21:44:36.984958,681,2024-04-19 00:59:36.984958,MFG_ID#804,2017-08-25 21:44:36.984958,MFG_ID#804,2017-08-11 21:44:36.984958,2017-08-13 21:44:36.984958,80244,56466,23778,94
FC#118781,2020-06-11 06:09:36.984968,763,2020-06-22 06:09:36.984968,637,2024-12-28 22:13:36.984968,MFG_ID#890,2020-05-30 06:09:36.984968,MFG_ID#890,2020-06-15 06:09:36.984968,2020-06-18 06:09:36.984968,124177,119729,4448,131
FC#22628,2019-11-30 09:41:36.984980,695,2019-12-11 09:41:36.984980,696,2023-05-03 19:11:36.984980,MFG_ID#1646,2019-11-15 09:41:36.984980,MFG_ID#1646,2019-12-03 09:41:36.984980,2019-12-04 09:41:36.984980,196781,186569,10212,143
FC#48690,2016-02-04 07:16:36.984990,592,2016-02-15 07:16:36.984990,961,2021-03-20 13:24:36.984990,MFG_ID#787,2016-01-28 07:16:36.984990,MFG_ID#787,2016-02-06 07:16:36.984990,2016-02-10 07:16:36.984990,178848,155406,23442,131
FC#198714,2015-11-12 03:58:36.985002,567,2015-11-21 03:58:36.985002,172,2023-01-30 22:23:36.985002,MFG_ID#807,2015-11-02 03:58:36.985002,MFG_ID#807,2015-11-14 03:58:36.985002,2015-11-18 03:58:36.985002,162275,119718,42557,77
FC#187227,2017-12-20 07:08:36.985012,542,2017-12-30 07:08:36.985012,173,2021-08-21 08:16:36.985012,MFG_ID#1452,2017-12-01 07:08:36.985012,MFG_ID#1452,2017-12-24 07:08:36.985012,2017-12-25 07:08:36.985012,90081,77517,12564,107
FC#63751,2017-10-08 23:23:36.985023,51,2017-10-16 23:23:36.985023,522,2023-07-06 14:16:36.985023,MFG_ID#1952,2017-10-09 23:23:36.985023,MFG_ID#1952,2017-10-11 23:23:36.985023,2017-10-13 23:23:36.985023,121024,85309,35715,97
FC#107747,2017-12-31 03:47:36.985034,73,2018-01-11 03:47:36.985034,464,2022-10-04 15:03:36.985034,MFG_ID#1928,2018-01-09 03:47:36.985034,MFG_ID#1928,2018-01-02 03:47:36.985034,2018-01-03 03:47:36.985034,156702,148806,7896,120
FC#138860,2015-09-05 05:48:36.985045,269,2015-09-15 05:48:36.985045,358,2022-12-22 09:28:36.985045,MFG_ID#949,2015-08-19 05:48:36.985045,MFG_ID#949,2015-09-08 05:48:36.985045,2015-09-09 05:48:36.985045,135498,114234,21264,121
FC#103225,2015-06-05 07:11:36.985056,647,2015-06-13 07:11:36.985056,389,2022-02-25 15:32:36.985056,MFG_ID#1618,2015-05-30 07:11:36.985056,MFG_ID#1618,2015-06-07 07:11:36.985056,2015-06-10 07:11:36.985056,102483,55630,46853,69
FC#53796,2020-06-20 23:34:36.985067,88,2020-07-01 23:34:36.985067,895,2021-04-19 06:19:36.985067,MFG_ID#1658,2020-05-31 23:34:36.985067,MFG_ID#1658,2020-06-24 23:34:36.985067,2020-06-27 23:34:36.985067,94165,51282,42883,149
